Sr No,Event,Article ,Headline,Publisher,Label
11,Farm Bill,,,The Hindu,
12,Farm Bill,"The passage of two key farm reform bills by Parliament with the potential to boost farm incomes and productivity should have been a historic occasion. When Parliament is called upon to perform its job of discussing, scrutinising and enacting pathbreaking legislations, the government of the day must go out of the way to ensure orderly functioning and build a consensus, if possible. Unfortunately, the Farmers? Produce Trade and Commerce (Promotion and Facilitation) Bill, 2020, and the Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Bill, 2020, did not get the solidarity they deserved.

While envisaging a big leap in agricultural trade, the legislations chip away at regulatory privileges enjoyed by state governments. This has stoked farmer unrest in some states and many non-BJP ruled states, and opposition MPs, commanding respectable numbers in Rajya Sabha, came prepared for a confrontation. Two key demands ? examination of bills by a select committee and deferment of headcount ? didn?t find favour with the government and the House chair. Checks and balances enshrined in parliamentary processes must be given their due respect. In a truncated session, MPs have had little say in the two important legislations, promulgated as ordinances earlier. A select committee could have made suggestions and amendments palatable to the opposition and useful for the government. But that was not to be.

Reliance on a voice vote hasn?t helped the government either. This allowed the opposition to question the numbers in support of the bill. A contested passage doesn?t portend well for the Centre. It could increase resistance on the ground and give momentum to protests. That could in turn hold up more reforms that are keenly needed. Citing the divisiveness, opposing states could throttle the reforms, as has happened to many well-intentioned schemes.

Opposition?s attempt to create a spectacle of protest by heckling the deputy chairman at very close quarters, breaking a mic, and tearing official papers was crass and self-defeating. A race to the bottom with no winners is evident in Rajya Sabha TV arbitrarily muting the live feed before the House adjourned, purportedly to prevent airing of the commotion to a national audience, and the MPs recording their own shenanigans on smartphones. Far from impressing ordinary citizens, the political divisiveness is deeply distressing for them. Parliament must serve to reassure the public, uphold due process and serve as an oasis of calm, reasoned debate amid a worsening economic crisis.",Lost in chaos: An opportunity to present a farm reforms package through political consensus,The times of India,Neutral
13,Farm Bill,"Big changes are afoot in Indian agriculture, driven by Prime Minister Narendra Modi at considerable political risk. Freeing up farming markets may be as significant as dismantling industrial licenses in 1991. However, if the state?s protection withers away only to reveal a few large capitalists as the new overlords, there will be chaos and misery rather than progress and prosperity.

To gauge the scale of what?s being done, picture the depth of the stasis: 119 million cultivators and 144 million farmhands ? taken together, 10 times Australia?s population ? yoked to a marketplace designed to be anti-competitive, and denied the lift in productivity that propelled urbanization from Japan and South Korea to Taiwan and China.

?It?s like a massive old table in the center of the room, crawling with parasites.? That?s how Hemant Gaur, an entrepreneur who?s bringing technology to potato farming in India, describes to me the ?mandi,? or the designated market yard in which produce changes hands. ?We dared not discard it, because how would we ever replace it??

Finally, Modi has thrown out the old furniture by ramming legislation through parliament, passed by a dubious voice vote. Now growers don?t have to bring their harvests to the mandi. They can sell it at farm gates, factories, warehouses, silos, and cold storages. The market yard remains, but can?t charge any fee on transactions outside its physical space. Trades can take place online. Farmers can enter five-year, fixed-price contracts with corporate buyers. The government will tame only excessive price increases rather than impose caps on incremental jitters; free markets will be the rule.

The repercussions will reverberate across the world?s second-most populous country. India?s sheer size as a producer and consumer means ripples may also be felt as a long-term deflationary wave in global food prices.

Gaur?s SV Agri Pvt. operates at the intersection of technology and farming. It produces and markets seeds and inputs to farmers, buys back and stores their potatoes in modern warehouses before supplying firms that make crisps and snacks. In one stroke, the 2.5% mandi tax Gaur pays in Uttar Pradesh, India?s largest state, is gone. With the more efficient procurement that makes possible, he reckons on savings of up to 10%. The efficiency gains will be shared by farmers, processors and consumers. They?ll lead to more investments in cold chains, and less wastage, a huge problem.

But without the fees and commissions, the market yards may atrophy, and the local elite that?s thrived off the system but also buffered it could lose its sway, leaving farmers at the mercy of traders? cartels controlled by corporate monopolies. This could be particularly true in the grain-producing belt of Punjab and Haryana, where the percentage cut in mandi taxes and other levies is in double digits. No wonder that political opposition will be fiercest in these northern states.

Modi has gambled big before, with some disastrous results. It?s asking a lot of people in rural India to trust him again. The ban on most currency notes in 2016 was supposed to immobilize tax cheats. It froze the economy. His goods and services tax became a compliance nightmare. Opposition parties claim that the agricultural ?reform,? too, will fail, especially since freedom from the regulated yard in the poor eastern state of Bihar 14 years ago brought the market to the roadside, with no infrastructure and no open auction for price discovery.

Cultivators? biggest fear from deregulation is losing their most important bargaining chip: minimum prices guaranteed by the state. Modi has assured farmers the support will stay by announcing prices for the winter crop, though as farmer activists have noted, the 2.6% increase for wheat is only half the cost escalation.

The need of the hour is for farmers to establish large sales organizations of their own. If state support could give them bargaining power, they wouldn?t be selling cotton to private traders for a quarter less than the guaranteed minimum. How will Modi assure base prices once the mandi system slips into disuse? The professionally run dairy cooperative in Gujarat, the prime minister?s home state, has $5 billion in annual revenue from its Amul brand of milk, butter and cheese. But that movement took shape in a very different political firmament of the 1960s, and it didn?t succeed everywhere or in all commodities.

With all the risks involved, a new farm-to-fork model is still worth it. Boosting agricultural productivity is important for societies to reach the ?Lewis turning point.? Beyond that threshold posited by the economist Arthur Lewis, surplus rural labor ceases to be a drag on urban wages and living standards. Japan got there by nearly tripling per capita output between 1950 and the early 1960s, thanks to the shakeup from General Douglas MacArthur?s postwar land reforms. After independence from the British, India missed its chance to give land to tillers, and allowed absentee landlords to remain backseat drivers of policy.

Almost 9 out of 10 Indian farmers have less than five acres. A majority carry on reluctantly, barely able to scratch out a living. Landless labor is paid to stay in villages with a rural job guarantee from the taxpayer. The pressure of feeding India?s 1.3 billion people has led to suboptimal choices, like a water-guzzling rice crop grown in abundance in Punjab that bleeds aquifers dry. The burning of the paddy residue causes unbearable pollution in New Delhi.

Expected 20-fold growth in online grocery sales over the next five years is the surest shot to end the stifling status quo, provided farmers can unite and hold their own in negotiations with aggregators. With the Covid-19 lockdown hollowing out urban production centers, the rural economy has become more crucial. But free markets should also be fair. Otherwise, India?s farmers will crawl out of a hole only to land in a ditch.","With farm bills, Modi has thrown out old furniture. It was about time",Bloomberg,NDA
14,Farm Bill,,,The Wire,
15,Farm Bill,"As two of three important farm bills that seek to deregulate the sale of agricultural produce were passed in Rajya Sabha on Sunday, after all three were cleared by Lok Sabha earlier in the week, the story so far: Scenes of uproar and chaos amid an Opposition protest inside the Upper House, street agitations by farmers who are defying restrictions imposed by the pandemic in Punjab and Haryana, a walkout by the sole minister of one of the BJP?s oldest partners, SAD, from the NDA ministry. What should have been a moment to pause and prepare for moving towards a much-promised reform, is now one that ranges the intended beneficiaries against it, alongside the government?s political opponents and an ally. And for this disfigured and disfiguring moment, the government cannot blame the Opposition alone. While the opposition parties may be seizing the visible unrest in sections of the farmers to score a political point, the fact is that the government has wielded a bludgeon when it could have used the subtle powers of Parliament. In fact, the forcible ramming through of the farm bills, the stubborn refusal to concede any elbow room to the Opposition, be it a discussion, a division of votes or a reference to a select committee, underlines a sobering message ? this government may be in its second term, but it does not appear to have as yet understood the importance of Parliament, and of playing by its rules.

In Parliament, and outside it too, it often seems that the government believes that the winner takes all. In a constitutional democracy, however, there are, there must be, checks and balances, spaces for the political opponent and respect for the minority. There must be an attempt to moderate differences and forge common ground ? and the greater onus for this is on the government. Already, amid the pandemic, parliamentary schedules have been truncated. But if the government uses the abbreviated time only to push through legislation ? be it the consequential and crucial farm bills or The Industrial Relations Code Bill, 2020, which could water down the rights and protections of workers in small establishments ? giving short shrift to the need to listen to the suggestions of the people?s representatives or answer the Opposition?s questions, it would be reducing the nation?s highest deliberative forum to a mere clearing house. In an unprecedented pandemic, amid an economic downturn like no other, and with a grave face-off with China on the border, this short-circuiting of debate, and denial of the opportunity for MPs and Opposition to have their say, shrinks the possibilities of democracy to find a way out.

Of course, the farm bills do not merit the fears they appear to have stoked. Only the monopoly of the APMCs is sought to be dismantled, not the MSP regime. In any case, amid the pandemic, government will continue to be top procurer of agricultural produce, the bills will only put in place an enabling architecture for a later much-needed reform. This simple message needs to be communicated. But for it to be heard out, the government will first have to show that it is willing to listen.","Bully & Pulpit
Farm bills usher in needed reform but by bulldozing Opposition, government does disservice to reform and Parliament.",The Indian Express,UPA
16,Farm Bill,,,Deccan Chronicle,
17,Farm Bill,"The unity in the House, for once, was admirable but without a sustained campaign on the ground, visuals are futile

In the end, a moral victory is inconsequential, simply because it doesn?t change the facts on the ground. As noted American satirist HL Mencken said, ?In human history, a moral victory is always a disaster, for it debauches and degrades both the victor and the vanquished.? So though, for once, the Opposition seemed to have got its way in meeting the President over the farm Bills and was united against the Government?s gross subversion of parliamentary procedures in rushing through them in the Rajya Sabha by a voice vote despite lacking the numbers, what stops the new laws? The President is not likely to withhold assent or send the Bills back except granting an audience. Even if he were to do so hypothetically, they would be passed again, with or without any amendments, as the ruling BJP has an absolute majority in the Lok Sabha and has already set a precedent of passing debatable Bills by voice vote without discussion, deliberation or consensus. Besides, the President is not bound to act within a time-frame. And the way more Bills were passed even as the entire Opposition stayed away from the House in protest, it looks like the ruling party has no compunction in reducing an august institution to a stamping authority. So Opposition members can speak and cry hoarse all they want but cannot seek solace in parliamentary procedure or vetting by committees to stop motivated laws from being enacted. And when it comes to street fights, last year?s general elections showed us how the members of the grand anti-BJP alliance frittered away their best intentions to their selfish, regional interests. Till that cohesiveness congeals as a single movement, there cannot be any hope for the Opposition.

Worryingly, the Upper House passed three key labour reform bills that ought to have been discussed and debated given their sensitive nature. The Government has enough numbers in the Lok Sabha to override dialogue and even if outnumbered in the Rajya Sabha, it knows it can hijack debate by provoking the Opposition enough and use a voice vote in the resultant din. Or simply take advantage of a boycott. The three Bills relate to new labour codes on industrial relations, social security and occupational safety, all in the name of easing business while diluting workers? rights. Nobody expects the Government to be unreasonably welfarist but in a post-pandemic economy that has witnessed record joblessness, it allows companies with up to 300 workers to fire staff without government permission. The Government, however, feels that this would actually encourage employers to hire more than the previous limit of 100 and, in fact, create jobs. But employers in stressed times are hardly expected to be altruistic and given that our unorganised labourers comprise a big chunk of the country?s workforce, they continue to be exposed to vagaries of market forces. The Rajya Sabha also passed the Foreign Contribution (Regulation) Amendment Bill, 2020, which ostensibly provides a framework under which organisations in India can receive and utilise grants from foreign sources. This is an umbrella watch on what is unsuitable to this Government the most, namely NGOs, research organisations, think tanks and civil society activists. And the carefully enunciated regulatory mechanism envisaged by the Bill, of course, remains vague about the conditions under which it can be used, lumping them as anything that is detrimental to ?national interest.? Nobody denies the need for greater transparency when it comes to activities sponsored by foreign sources but would that also be used to vet the PM Cares Fund, which is currently exempted under FCRA, or selectively be applied to ?anti-national? NGOs? Or does the Government believe that NGOs shouldn?t exist to point out gaps in its policies and implementation? Besides, most of these organisations have a high record of tax compliances over the years but by making Aadhar and SBI bank accounts mandatory for receipts, the Bill implies tighter controls and increased transaction costs, which are meant to create more impediments. This is just a way to stifle and discourage independent voices than a clean-up as is being proposed. It is the same kind of doublespeak that is latent in the farm Bills. On the face of it, they look reformist, dismantling the heavily cartelised Agricultural Produce Market Committees (APMCs) and middlemen, and allowing farmers freedom of movement and trade. Question is some of them do not have the investable resources or the expertise for an outreach beyond their geographic limits and would have to depend on ?traders? or the corporations. The smaller and marginal farmers are not literate or educated enough and would not be able to counter the heft of corporations in negotiations and price fixing. In that sense, they could still end up being exploited as before. The farmers fear that in an open, competitive market, they would not get the minimum support price (MSP) that the Government promises to continue and given the diversity and multiplicity of markets, the guaranteed official procurement would be hit over time. Besides, nowhere do the Bills insist on the MSP as a criterion of farm pick-ups by ?traders? and ?sponsors.? They would, therefore, still be in crisis and at the mercy of the dictates of marketers. Besides, the proposed laws are still vague on defining the mechanisms that would replace the regulated economy. This kind of obfuscation has become so familiar that it is in danger of becoming the norm than the exception. And without Question Hour in Parliament, it?s time the questions are asked on the streets. The farmers? ire may just be the beginning of the next electoral plank.",Opp conundrum,The Pioneer,UPA
18,Farm Bill,"On Sunday, the Rajya Sabha passed The Farmers? Produce Trade and Commerce (Promotion and Facilitation) Bill, 2020, and The Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Bill, 2020. This newspaper has supported the government?s efforts to bring about a new legislative and policy architecture for agriculture as a method to empower farmers. But as far as legislation is concerned, there is both content and process. And on Sunday, there is little doubt that the process was undermined, reflecting poorly on India?s parliamentary democracy.

The reforms are significant, affecting a range of stakeholders, particularly farmers. They have also generated a political backlash, with even partners in the ruling coalition such as the Shiromani Akali Dal resigning from the Cabinet on the issue. The Opposition was keen on sending the bills to a select committee. Ideally, this should be done ? for the committee process provides an opportunity to examine legislation, refine it, and allows parliamentarians to speak up without being confined to party positions. But if the government was not willing to embark on that process, there should have been a discussion in the House where members got a chance to offer their perspectives and the government listened to feedback and made modifications accordingly. And along with this, there should have been a clear voting process ? a division as it is called in parliamentary parlance ? to get an accurate sense of the mood of the House.

Unfortunately, none of this was done. The discussion in the House was rushed ? since the government wants to push through other legislations quickly, before the session is brought to an early end. And there was no division, but a voice vote ? prompting genuine questions about whether the government had the numbers at all. So it was with one eye on the clock and another eye on the numbers that the government rushed through the process on Sunday ? but this was wrong.

The Opposition was wrong too ? in being disruptive, creating a din, tearing documents, and creating a difficult situation for the presiding officer, perhaps indicating that it too was not confident of the numbers. The responsibility for what happened on Sunday rests with both sides. The government?s victory in getting the bills passed will be tainted by the way it was done, and the Opposition?s response will dilute its legitimate right to protest.",The govt?s rush to pass key farm bills and the Opposition?s conduct were wrong,The Hindustan Times,Neutral
19,Farm Bill,"This is one more instance where the Centre has cocked a snook at the whole concept of cooperative federalism
A furious debate has broken out in the political salons of Delhi, corporate boardrooms and the farmlands of the country over the latest wave of reforms that the Narendra Modi government has unleashed with a stack of legislations that professes to free farmers from the tyranny of over 2,000 corruption-ridden wholesale markets where middlemen have robbed them blind for decades. The three pieces of legislation passed in the Lok Sabha have created a framework designed to usher in contract farming in a big way, catalyse the creation of large cold chain storage facilities and logistic networks, and shake off stockholding restrictions that were designed for an era of shortages. The broad contours of the reforms have a seductive appeal: they will remove the fetters on the farmers by giving them the opportunity to plug into a barrier-free common market for agriculture produce. They will ostensibly allow them to secure a fair price without having to worry about an unsold crop and wastage.

But the big beef over the reforms is that they have been introduced without any consultative process with the states or the various stakeholders. This is one more instance where the Centre has cocked a snook at the whole concept of cooperative federalism. Agriculture is a state subject, and the states have exercised a measure of control over farm supplies. That is now being broken and replaced by a system where the levers of control will pass to large business houses, which can now buy farm produce in bulk directly from the farmers and not worry about any stockholding restrictions. This could have a huge impact on price discovery and it is hard to say just yet whether it will deliver the desired outcomes.

The Centre has tried to sell the idea of reforms by suggesting that the new laws would ensure that farmers will be paid for their produce within three days of the sale ? an assurance that the old mandi system could never provide. But questions have rightly been raised about the inadequacy of the dispute resolution mechanism in protecting farmers? interests in an unequal battle with large corporates. The powers of dispute resolution have been delegated to magistrates and district collectors rather than specially designed agriculture tribunals. There remains a legitimate fear that the entire reform process is a thinly-disguised plan to favour a few crony capitalists while professing to create a brave new world for farmers. The objective is noble and may work in theory but it could well flounder in practice. There is a great danger that New India might be trading in an old, home-grown wheeler-dealer network for a new, swashbuckling bunch of buccaneers, leaving the farmer just as destitute as he is now.",Farms in ferment: Parliament passes farmer bills,The Telegraph,
20,Farm Bill,,,,
21,Pradhan Mantri Jandhan Yojna,"In rural areas 44 per cent of the households and in urban areas 33 per cent of them still do not have a bank account.
The Pradhan Mantri Jan-Dhan Yojana, a major socio-economic initiative of the National Democratic Alliance government, was announced by the Prime Minister in his Independence Day speech. It is an ambitious attempt at extending formal financial services in a country where only 58.7 per cent of an estimated 24.67 crore households avail themselves of banking services. Despite several steps taken by many governments over the years, financial inclusion has remained elusive. In rural areas 44 per cent of the households and in urban areas 33 per cent of them still do not have a bank account. The NDA government has brought a degree of urgency to the scheme of financial inclusion. A few details of the government?s action plan figured in the budget speech. A Comprehensive Financial Inclusion Plan (CFIP) envisaging coverage of excluded households has been drawn up and is expected to be rolled out under the nomenclature. In its first phase, the Jan-Dhan Yojana will endeavour to provide universal access to all the beneficiaries through sub-service areas (SSA), each of them consisting of 100-150 families in a cluster of villages. Each SSA will be serviced by a business correspondent, who is now being given a pivotal role in facilitating account opening and ensuring smooth bank operations. Unlike in previous action plans, the Jan-Dhan Yojana will have as its focus households rather than geographical areas.

The other important innovation is in extending need-based credit facilities to the new account holders upon their fulfilling certain conditions. A smart card ? the Ru Pay card ? will be issued. Using this it should be possible for customers to operate their accounts without any external help. This would be one of the most visible manifestations of technology as a tool to further inclusion, others being money transfers through mobile telephones, e-KYCs and cash management by banks to extend their services over such wide areas. Insurance companies will be asked to offer micro-finance packages including insurance. Obviously there are major challenges. Even if operational obstacles can be overcome, there is the important question of keeping the first-time bank account holders engaged. Experience suggests that a high proportion of such accounts are hardly used after the initial enthusiasm wears off. The plan of inclusion, which is part of the Prime Minister?s vision of a Digital India, requires all-round support. The government wants to use these accounts for routing cash transfers in lieu of subsidies for essential commodities. Financial inclusion in that sense is therefore much more than extending banking services. Accompanied by an equally ambitious programme of spreading financial literacy, it can achieve many important socio-economic objectives.",An ambitious plan for inclusion,The Hindu,
22,Pradhan Mantri Jandhan Yojna,,,The times of India,
23,Pradhan Mantri Jandhan Yojna,,,Bloomberg,
24,Pradhan Mantri Jandhan Yojna,,,The Wire,
25,Pradhan Mantri Jandhan Yojna,,,The Indian Express,
26,Pradhan Mantri Jandhan Yojna,,,Deccan Chronicle,
27,Pradhan Mantri Jandhan Yojna,,,The Pioneer,
28,Pradhan Mantri Jandhan Yojna,,,The Hindustan Times,
29,Pradhan Mantri Jandhan Yojna,,,The Telegraph,
30,Pradhan Mantri Jandhan Yojna,,,,
31,CAA,"The Centre must stop privileging religious persecution over other forms
As protests continue to ripple in many parts of the country against the Citizenship (Amendment) Act, 2019, or the CAA, the National Population Register (NPR) and allied issues, their nature, content and direction have drawn critical attention. The introduction of a religious test for Indian citizenship through the CAA evoked widespread public indignation. Right-thinking people from all walks of life mobilised in a manner befitting a vibrant democracy, and several State governments and Assemblies have expressed reservations. Students have been in the forefront of protests that marked an awakening from a defeatist slumber of the country in the face of creeping majoritarianism. As the protests linger on, however, they appear to be sliding into the control of vested interests that work for religious polarisation. The discriminatory CAA targets Muslims, but the protests were driven by the wider civil society at the beginning. Incendiary speeches and slogans at anti-CAA protests, and even support for Islamist politics, have put non-sectarian opponents of the law in a difficult spot. Muslims have equal rights as all other citizens of India to assemble and protest, but reducing the CAA debate into a question of their rights alone is dishonour of the pluralist, inclusive Constitution of secular India. After the success in kindling a national debate on the issue which is now before the Supreme Court that will litigate its constitutionality, anti-CAA protesters must now hold their fire.

The opportunity that the ruling Bharatiya Janata Party (BJP) sniffed in the protests is not to reach out and reconcile, but to confront and polarise, particularly in the campaign for the Delhi Assembly election. The chilling effect of the party?s brazen vilification and dehumanisation of the protesters is no longer an abstract fear. Three separate incidents of firing at protesters, two clearly inspired by Hindutva politics, have been reported in Delhi. Far from condemning these incidents in the strongest terms and ensuring swift and strict police action, the BJP leadership has continued with divisive rhetoric. A Union Minister led slogans calling for the ?shooting of traitors?. The BJP must immediately adopt a path of reconciliation and resolution. One way is by making a further amendment to the CAA that will not prioritise religious persecution over other forms of persecution. No protester is against welcoming the persecuted from three neighbouring countries listed in the CAA. By amending the law to remove the arbitrary selection of countries and religious groups, the current turmoil can be easily calmed. A small step of reason and vision will serve India well.",Need of the hour: On CAA protests,The Hindu,
32,CAA,"Amid unending turmoil over the Citizenship (Amendment) Act and National Register of Citizens, Centre has sanctioned funds for the National Population Register exercise with the explicit promise that it is not linked to the divisive NRC. Rhetoric on NRC has been dialled down, but the relief has proved short lived with NPR sparking fresh worries. For one, the Citizenship (Registration of Citizens and Issue of National Identity Cards) Rules, 2003, leave little to imagination that a Population Register could be a precursor to finalising a ?National Register of Indian Citizens?.

Equally alarming are the 2003 rules which allow anyone to raise objections to entries in the ?Local Register of Indian Citizens? at the taluk/ sub-district level. It raises the prospect of genuine citizens in a document-poor country like India being subjected to harassment and witch hunts from neighbours, politically motivated groups, and a dysfunctional lower bureaucracy.

BJP looks out on a limb with this one, as it finds it difficult to convince even its allies, let alone the opposition, that all these enumeration exercises in conjunction with CAA will do more good than harm. Akali Dal now wants Muslim refugees also included in CAA after supporting the legislation in Parliament. Similarly, Assam?s AGP supported CAA in Parliament but is now singing a different tune. Others like JD(U) and BJD, which also supported CAA, are pushing back against NRC. All these parties were mum earlier, despite CAA-NRC?s discriminatory and bureaucratic character as well as NRC?s apparent failure in Assam having been pointed out. While they should have exercised due diligence, BJP should now pay heed and listen to the protesting voices.

But that isn?t happening yet going by Prime Minister Narendra Modi?s rebuke of the violent protests and unqualified backing for UP police. Videos of the violence implicate both sides. With police constraining the space for peaceful protests the danger of grievances manifesting as violence grows. Acts like booking 1,200 people at Aligarh Muslim University for a candlelight protest mustn?t be repeated. 21 shooting deaths in UP alone are excessive. Many states have said they will not cooperate in these enumeration exercises. A gaping trust deficit is accompanying the gathering storm and it portends misery, chaos and economic ruin. Let?s pull back from this chasm, and focus the nation?s attention instead on what the IMF has billed as the surprising magnitude of India?s slowdown. What the country needs is jobs and economic growth, not ?maximum government?.",NPR?s turn: CAA and NRC have created a trust deficit. It?s difficult for NPR to now pass muster,The times of India,
33,CAA,,,Bloomberg,
34,CAA,"The people of India have spoken up ? they will not allow the constitution to be subverted.

For weeks now, Indians have come out on the streets in unprecedented numbers. Not a single protestor is opposed to the grant of citizenship to Hindu, Sikh, Christian, Buddhist, Jain and Parsi refugees from Bangladesh, Pakistan and Afghanistan. Instead they have declared in unison that religion cannot be a criterion for the grant of citizenship. Whatever the government says, that is precisely what the Citizenship (Amendment) Act does.

The prime minister has claimed that the National Register of Citizens ? which will divide Indians into ?citizens? and ?doubtful citizens? ? is not even at the discussion stage in official circles. His assurance is completely contradicted by home minister Amit Shah?s statements inside Parliament and outside that the exercise will be rolled out all over the country by 2024. Meanwhile, a renewed push is being made for the National Population Register (NPR), which has no raison d?etre except to serve as a data bank for the NRC.

The issue, however, is not that the two top-most government figures are saying opposing things. Nor should Modi?s word on this be considered final. It is a government?s responsibility to show the country a clear, consistent and consultative legal framework for any policy on this order of significance. Instead it continuously shifts, contradicts, denies its own claims ? broad and detailed ? and has only confirmed popular fears of its bad faith. As a result, only the formal withdrawal of the all-India NRC as a concept can assure the country that this horrendous exercise will not be taken up in the future.

Civil society and the public and large have understood this. That is why the protests have not slowed, and even the violence by the police in different parts of the country ? mainly in BJP-ruled states ? has not deterred citizens from coming out on the streets. Their principal demand is that the CAA be redrafted to offer citizenship to any bona fide refugee facing persecution in India?s neighbourhood. This simple redrafting will adequately cover refugees from the six communities the government says it is concerned about, without gratuitously listing them (and excluding others) in the text of the law. The fact that Modi and Shah are tone deaf to this elementary logic is proof that their aim is to polarise the country on religious lines and drag India further towards a ?Hindu rashtra?.

The illegal manner in which people have been denied the right to peacefully oppose the government?s move ? the misuse of Section 144, detentions and beatings, internet shutdowns ? has widened the ambit of the protests, which are no longer just about the CAA and NRC. In fact, the hundreds of thousands of citizens out on the streets, braving lathis and bullets, chanting slogans and singing songs and vociferously raising their voice against the government, are now fighting for the constitution, for India?s foundational principles, for their democratic rights.

From Assam to Kerala, from Mumbai to Kolkata and in Delhi, Lucknow and Mangalore, Kasargode, Vijayawada and Aurangabad, Indians, young and old, cutting across religion and caste, have come out to let the government know that they will not stay silent in the face of a brazen attempt to ride roughshod over India?s democracy.

For the past six years or so, the country has seen lynchings, rising intolerance and systematic attempts at silencing critics. Institutions of higher learning are under siege. Minority rights are under attack. The completely cynical way in which a long-standing arrangement with Kashmir has been subverted and an entire people suppressed has shocked the conscience of the world. Barring some voices of protest, however, many in India have remained quiet, mostly because they were too scared to speak out.

The CAA-NPR-NRC threat has changed all that. While the BJP privately tells its supporters that this ?trishul? is aimed at Muslims alone, the fact is that millions of Indian citizens are likely to have their lives upended by the party?s insistence that they prove their citizenship. As of today, the government has still not decided what the metric will be, but given bureaucratic inefficiency, corruption and sheer cussedness, ?mistakes? are bound to happen on a large scale. The list of ?doubtful citizens? that this enumerative excess eventually produces will almost entirely comprise the poor. Minorities will be the worst affected, because of the intent behind the exercise, but other marginalised sections will not be far behind.

The Modi government must read the public mood and step back. People do not want vague assurances any more. Nothing short of the complete scrapping of the NPR and NRC and the redrafting of the CAA to bring it in conformity with India?s constitutional principles and international law obligations will do.","The Protests are Not Just Anti-CAA, But Pro-Constitution",The Wire,
35,CAA,"The agitation against the Citizenship Amendment Act appears to have gone through three phases. In the first phase, it was a protest against its enactment, as there were genuine apprehensions that the Act, followed by a pan-India NRC exercise, would lead to a large section of society, mostly Muslims, being declared illegal migrants/citizens. There was protests in Jamia Millia Islamia and large-scale demonstrations in Assam and other Northeast states. In the second phase, it became a confrontation between students and the police. Allegations of police high-handedness spread and there were sympathetic protests in educational institutions across the country. The CAA remained the trigger, but it was pushed to the background. Student anger was directed against the police and the government. In the third phase, which we are witnessing today, the movement has been hijacked by political opportunists, separatist factions, fundamentalist groups and lumpen elements. The CAA is an excuse; the target is the ruling party.

The government, in retrospect, appears to have seriously miscalculated the fallout of the CAA. Its success on three fronts appears to have made it insensitive to the simmering anger among the Muslim community. The Muslim Women (Protection of Rights on Marriage) Bill 2019, which banned triple talaq, was a good measure for the emancipation of Muslim women from an atrocious practice, but it antagonised the radical elements. The abrogation of Article 370 of the Constitution, ending the special status of Jammu and Kashmir, aggravated the discomfiture of Muslims. Then the Supreme Court verdict on Ayodhya added to the sense of unease. The canard that the judiciary had been influenced to give the disputed plot to the Hindus for the construction of the Ram temple, with some luminaries writing about the alleged flaws in the judgment, added fuel to the fire. All these three developments ? the annulment of triple talaq, the abrogation of Article 370 and the Ayodhya verdict ? collectively led to a feeling of anger, resentment and frustration among Muslims. The government either was not aware of the depth of Muslim resentment or was not bothered about it and was confident of being able to weather any storm.

The announcement of the National Population Register was unexceptionable, but it was ill-timed. Heavens would not have fallen if it had been delayed by a few months. It has provided further ammunition to the Opposition which has embarked on a disinformation campaign to mislead people.


The police are presently doing a thankless job. If they take action against the agitators, as they did in UP, there are allegations of high-handedness. If they play it safe, as they did in West Bengal, the agitators will have a field day ? destroy railway property, burn buses, attack police posts and indulge in acts of vandalism. It is indeed sad that in most of the states, the governments are not particularly bothered about the destruction of public and private property. The taxpayer?s money is nobody?s concern.

The Supreme Court had, in the context of state governments not taking effective measures to protect public and private property from being damaged by unruly mobs, constituted two committees, one headed by Justice K T Thomas and the other by F S Nariman, to study the problem. The Thomas Committee gave recommendations regarding the modalities for preventive action and for providing sharper teeth to inquiry/investigation. The Nariman Committee made suggestions regarding the assessment of damages. These were accepted by the Court which clearly said that ?the liability will be borne by the actual perpetrators of the crime as well as the organisers of the event giving rise to the liability? and that ?exemplary damages may be awarded?. Uttar Pradesh is perhaps the first state to have shown the political will to punish those who vandalised property.

The agitation has thrown up some disturbing questions. In UP, according to the police chief, there was a conspiracy to create disturbance. If so, one would like to know its full ramifications. Another senior police officer said that the pattern of protests in the state showed guerrilla tactics. The official version that the police did not open fire, and the fact that there have been deaths due to bullet injuries need to be reconciled. Reports about the involvement of Popular Front of India (PFI) in the agitation are a matter of grave concern and require in-depth investigation. The Karnataka home minister, speaking about the Mangaluru violence, stated that the attack on police was premeditated and the arson was orchestrated by anti-social elements. It would appear that the roots of the agitation go much deeper. Resentment against CAA was perhaps the proverbial last straw. But the movement has since degenerated into a confrontation between the government and diverse elements opposed to it.

The objections to the Citizenship Act are generally unconvincing. Assam is the only state which has reasons to feel aggrieved. There is substance in the argument that the Act contravenes Clause 6 of the Assam Accord which guaranteed safeguards to ?protect, preserve and promote the cultural, social, linguistic identity and heritage of the Assamese people?. Reservations on the NRC are understandable. While going ahead with the CAA, the government would do well to scrap the proposal to expand the NRC and explore the possibility of settling refugees in other states across the country which are willing to and in a position to absorb them.",The objections to the Citizenship Act are generally unconvincing,The Indian Express,
