Sr No,Event,Article ,Headline,Publisher,Label
190,,"On November 20, 2016, I was in a village in Hooghly district with other volunteers of our small non-governmental organization, waiting to interview applicants for one of our training programmes. We were in aÿsamabay krishi unnayan samitiÿ(a cooperative society set up, as the name suggests, for the benefit of farmers) at the invitation of theÿsamiti?sÿmembers, who wanted us to conduct one of our courses there. Usually, these interviews are congenial, even jolly, affairs, with a lot of banter and crosstalk; occasionally, we would encounter someone who was clearly unfitted for our course (usually by virtue of belonging to a higher income group than our targeted beneficiaries) and sometimes there were far too many applicants than we could possibly accommodate; but this time there were just 28 applicants for 20-odd places in our course, so it should have been smooth sailing. Except that it wasn?t. An air of gloom, even desperation, seemed to hang over the proceedings; applicant after applicant spoke of the dire uncertainty of their future, not just in economic terms but in ways that embraced pretty much all aspects of their lives ? the impossibility of being certain if a daughter would be able to go to college, a nephew get married, a chronically ill parent receive treatment, a close relative get a loan to set up a small shop, and so on and on and on. Somewhat surprised to begin with, we were soon struck by the realization that it was less than a fortnight since the historic announcement of demonetization on November 8 2016, and just six days since the notification by the Reserve Bank of India that district central cooperative banks would no longer be allowed to accept deposits or exchange the now worthless 500- and 1,000-rupee notes. Virtually everyone we met that day had the bulk of her or his savings in cooperative societies which, in turn, did the bulk of their business with DCCBs. In the few days that DCCBs had accepted deposits and exchanged currency notes from SKUSs, transactions worth hundreds of crores had already taken place. Although people had had to stand in line for hours, most SKUSs had risen to the occasion and increased their work hours and the number of people at their counters. But now, it was all over. Not a single one of the people we met that day ? the applicants for our course, family and friends who had accompanied them, members of the SKUS, other folk from the village ? had any idea of how, if ever, this nightmare would end. This was the miasma of gloom and fear that hung over the meeting room that cool November afternoon 25 months ago. Things didn?t really change much in the following weeks and months and a year later they were still limping along at best, asÿsamitiÿmembers kept telling us. It was not until next year, and after much litigation, that DCCBs were finally allowed to deposit the demonetized notes in their vaults with the RBI. These memories swum to the surface as I read Meera H. Sanyal?sÿThe Big Reverse: How Demonetization Knocked India Outÿ? an account of the devastating effects of demonetization on the times and lives of hundreds of millions of ordinary Indians. Sanyal is one of India?s most successful bankers, someone who has served in top positions in some of the world?s largest banks and financial institutions. She is no air-headed socialist; on the contrary, she champions markets, competition, and the need to encourage entrepreneurship, small-scale and large. Like most of us, she believes the stated aims of demonetization, as announced by the country?s prime minister on the night of November 8, 2016 ? eradicating black money, ending corruption and stopping terror-funding ? are eminently laudable objectives that no patriotic Indian ought to argue with. To these three primary goals, she adds five others announced by the government?s spokespersons in the days following demonetization: moving to a cashless society, expanding the tax base, integrating the informal sector of the economy with the formal, lowering interest rates and bringing down real estate prices. In the sixth chapter, ?Demonetization Report Card?, she draws on government statistics to show how not a single one of these eight objectives came even close to being achieved. In her other five chapters, not including the Introduction and Conclusion, Sanyal looks at the effects of demonetization from the angle of people, institutions, economics and history. And what she says does not make for pretty reading. I am no economist or political scientist, but in over three decades of trying to understand literary texts, and by speaking with people from a wide range of backgrounds, I have understood two things: stories matter and memory is short. For most salaried city-dwellers like me, demonetization was a shock to the system, but a shock we recovered from fairly rapidly. In the days immediately after November 8, 2016 many (most?) neighbourhood shops openedÿkhatasÿfor their regular customers, where purchases were noted down and payment asked for only after the total had inched close to Rs 2,000; more establishments started accepting card payments; even queueing up outside banks and ATMs turned into something resembling a street-sideÿadda, and the frequent (and often contradictory) orders issued by the RBI provided much grist for the mills ofÿparaÿhumorists. Yes, there was hardship, which we encountered not always first-hand but often from those who worked in our homes or ferried fresh provisions to our doorstep or ran a localÿchaiÿshop; and many times we helped them out in small but not insignificant ways ? by not asking for change, by taking their now-useless notes and giving them fresh legal tender in exchange, by making advances against a future month?s salary, and so forth. Things were far worse in non-urban areas. There is little data on how many people lost livelihoods in villages, how many patients went untreated, how much additional interest had to be given to usurious moneylenders to pay for daily necessities, how many social gatherings and family events had to be cancelled or drastically curtailed? yet anyone who has even a nodding acquaintance with rural India will have heard many of these stories of loss and despair. On the 21st day of the second month in the third year after demonetization most of those who read this paper will have probably forgotten the hardships undergone by ordinary people, the chaos created in every sector of the economy, and the failures swept quietly under the carpet by the architects of demonetization. Through her meticulously documented, carefully crafted, deeply felt and, most of all, profoundly human book, Sanyal has given us reason to remember the many stories that went into the making of this strange and, ultimately, tragic chapter in our country?s recent history.",,,
191,,"Last week, the Reserve Bank of India (RBI)ÿdisclosedÿthat all butÿ?ÿ10,720 crore of theÿ?ÿ15.4 trillion of demonetized high-value currencies, is back in the banking system. In the process, RBI formally belied the government?s much touted ex-ante claim that at leastÿ?ÿ3 trillion of this money, since it was stored as illegal cash, will be extinguished, serving up an unexpected fiscal bonanza. The political bloodletting that followed once again ensured that issues continue to be obfuscated and degenerate into a blame game targeting potential electoral gains. The actual outcome of this audacious move, for several reasons, is far more nuanced. For one,ÿthe expected economic gains from demonetisation, as most critics have rightly argued, was questionable, especially, the fundamental claim about a substantial chunk of high-value currency getting extinguished. This claim assumed that most of the black money, or illegal wealth, was being stashed away in cash. With the benefit of hindsight, this was obviously an erroneous assumption; needless to say, policy mandarins should have known better. Worse, even the cash holdings were easily laundered by exploiting various loopholes. This leads to the second point about how, after the initial shock, money was laundered through mules?exactly why we ended up with serpentine queues?and some complicit personnel, including in the banking system. Yes; the Union government got egg on its face, as it was unable to contain laundering. True, but it is a resounding wake-up call about a broken system. It has long been suspected that the delivery system in India, especially of public goods, has been thoroughly corrupt and rendered inefficient?exactly why the parallel economy financed by black money has taken root. The hollowing out of institutions, key to the sound functioning of a democracy, has only exacerbated this problem. Third, flowing from the above, is the underlying politics of demonetisation. Unveiling the move, Prime Minister Narendra Modi had emphasized the importance of demonetisation of high-value currencies in targeting black money. Since illegal wealth is stored by the corrupt, the general populace read this as the singular message of demonetisation?something that contributed to the record victory the Bharatiya Janata Party (BJP) achieved in the Uttar Pradesh election soon after. The sense was, like this column has said in the past, that the premium on honesty was being restored. Indeed, the move was ham-handed and riddled with avoidable administrative glitches. But the scale and audacity of the move sent out a strong signal that the government was determined to pursue the rule of law. The introduction of the goods and services tax (GST) last year has only spurred India to move even further away from the discretion-based approach. Fourthly, it is more than just coincidence that there has been a marked broadening of India?s direct tax base. Information sharing among various tax arms of the government has grown dramatically over the last decade and more. The introduction of GST has only underlined the audit trails in economic transactions, making it that much more difficult to conceal money. Finance minister Arun Jaitley had disclosed last week, in a social media post, thatÿthe number of income tax returnsÿalmost doubled from 38 million in 2013-14 to 68.6 million in fiscal 2017-18. While it was never the Plan A of the demonetisation strategy, the growth in digital money has got a big leg-up. With e-commerce poised to accelerate, there is every reason to believe that this will only gather further momentum. Exactly why foreign investors,ÿincluding Warren Buffet, are lining up for a slice of the action. Finally, the biggest let-down has been that politics of confrontation has denied the country a fair debate on demonetisation. Disruption in Parliament ensured that we never really heard from the finance minister on the logic of the move, the extent of black money and so on. Neither did we get to hear the critics. (In contrast, in 1991, when then Prime Minister Narasimha Rao unleashed an unprecedented acceleration in reforms, Parliament witnessed a revealing debate.)",,,
192,,"Twenty-one years ago, on January 27, 1996, a raid on the offices of the Animal Husbandry department in Chaibasa unearthed the Rs 950-crore fodder scam that embroiled then Bihar chief minister Lalu Yadav in a lifelong tussle with the CBI. Large-scale embezzlement of government treasury funds given to non-existent companies for purchase and supply of cattle fodder in Bihar in the 1990s was the highlight of this scam. The fodder scam started with small-scale embezzlement done by low level government employees to show transfer of some fake funds. When it grew, it also started to include businesses and politicians, increasing the amount of money embezzled. The then Comptroller and Auditor General of India, TN Chaturvedi, noticed delays in submissions of monthly accounts of the Bihar treasury and warned of possible laundering of funds in 1985. The Animal Husbandry department had made fraudulent withdrawals of big bills of Rs 1,000 crore in the name of medicines during the chief ministerial tenure of Lalu Yadav. However, the raid only happened in 1996. In March of the same year, the Patna High Court directed CBI to investigate the scam. As the investigation progressed, the CBI formally requested the then Governor of Bihar for permission to prosecute the CM. In June 1997, the CBI filed chargesheets against Lalu Yadav and 55 other co-accused. The accused had 63 cases registered against them under three sections:ÿIPC Sections 420 (forgery) and 120 (b) (criminal conspiracy) and Section 13 (b) of the Prevention of Corruption Act. Lalu Yadav resigned as chief minister as his then partyÿJanata Dalÿpressured him to not hold office while being under criminal prosecution. He dissociated from Janata Dal and formed his own partyÿRashtriya Janata Dal. He resigned in July due to mounting pressure but installed his wife Rabri Devi as the chief minister who won  the vote of confidence in July 1997.A case of Disproportionate Assets was registered against him in 1998, with Rabri Devi being named as a co-accused for abetting the crime. The Income Tax department had said that Lalu had gathered Rs 46 lakh from the government treasury. The duo surrendered to a CBI court in 2000. However, Rabri was able to get bail while Lalu Yadav stayed in jail. A month later, Patna Hight Court granted him bail which was extended several times. By this time, the new state of Jharkhand had been formed and the fodder scam cases were transferred to Ranchi. Aÿspecial CBI court in Ranchi acquitted both Lalu and his wife on December 18, 2006 in the DA case. In 2012, nine years after the chargesheet against 44 people was filed in a cased related to the multi-crore fodder scam, the CBI framed charges against Lalu Yadav and others. They were all convicted by a Patna CBI court in 2013, a judgment that Lalu Yadav contested.ÿThe conviction alsoÿdisqualified and barred him from contesting any election for 11 years. In 2014, Lalu moved the Jharkhand HC challenging the verdict of the CBI court. The Supreme Court in May ordered a trial against Lalu Prasad, and directed that it be complete within 9 months, after it allowed a CBI plea which opposed the dropping of charges against the former chief minister.",,,
193,,"By setting aside the Jharkhand High Court's verdict, the Supreme Court on Monday paved the way for a fresh trial of Rashtriya Janata Dal (RJD) leader Lalu Prasad, former Bihar Chief Minister Jagannath Mishra, and other accused in a criminal case involving the withdrawal of money and falsification of records from the Deoghar Treasury in connection with the ?900-crore fodder scam. Two decades have passed since the scam was unearthed. It involved politicians and bureaucrats belonging to successive administrations siphoning off several crores of rupees, on the pretext of purchasing livestock feed, over a period of 20 years. It was one of the early cases where sitting legislators were convicted and had to lose their Assembly and parliamentary seats. It is also the reason why a popular leader such as Mr. Prasad is not contesting elections, even though he played a key role in the RJD-JD(U) combine wresting power in Bihar. The fodder scam is a collective term for a set of 64 cases, of which 53 were litigated in Ranchi. It all began in 1985 when then CAG T.N. Chaturvedi sniffed out a possible embezzlement of funds from the Bihar Treasury and various departments. The CAG noticed delay in monthly account submissions from the State and also noted small scale false expense reports. Ten years later, the 'small scale' embezzlements added up to Rs. 900 crores. In 1996, State Finance Secretary V.S. Dubey ordered district magistrates and deputy commissioners of all districts to go into cases of excessive withdrawals. Around the same time, then Deputy Commissioner Amit Khare raided the office of the Animal Husbandry Department at Chaibasa. It unearthed a huge cache of documents showing illegal withdrawals and revealed a nexus between officials and suppliers. The State government instituted two separates one-man commissions of inquiry. The first was headed by State Development Commissioner Phoolchand Singh and was constituted on January 30, 1996. However, this one was aborted when Mr. Singh's name began to figure in the charge sheet. The second commission was headed by Justice Sarwar Ali and was instituted on March 10, 1996. Meanwhile, the Patna High Court ordered the CBI to take over the probe after a public interest litigation was filed by State BJP president Sushil Kumar Modi. Both Mr. Mishra and Mr. Prasad were named in the CBI's charge sheet in July 1997. Succumbing to pressure, Mr. Prasad gave up the Chief Minister post, but not before installing his wife Rabri Devi in the post. The Jharkhand High Court continued hearing the cases after Bihar was bifurcated. The fodder scam didn't help the Opposition much as Mr. Prasad, and the RJD emerged triumphant in the 2000 elections. Ms. Rabri Devi survived a vote of confidence and became the Chief Minister with the support of the Congress and the JMM. Mr. Prasad contested in the Rajya Sabha election and later in the general elections. He even served as Railway Minister between 2004 and 2009, when the trials were under way. The BJP and the JD(U) effectively turned the scam into a poll plank, which led the alliance to power in 2005. The combine governed the State until they broke it in 2014. In 2013, Mr. Prasad and Mr. Mishra were convicted in the Chaibasa Treasury case, the first among the 53 cases. Both the leaders are out on bail and have appealed against their conviction. ",,,
194,,"In a setback to Lalu Prasad Yadav, the Supreme Court today ruled that the RJD leader will stand trial separately in all four fodder scam cases as it set aside the Jharkhand high court order which had dropped conspiracy charges against him. A bench comprising Justices Arun Mishra and Amitava Roy directed the trial court to complete the proceedings against 68-year-old Yadav and others within nine months. ?We have held that for each offence there will be a separate trial,? the bench said. The fodder scam relates to fraudulent withdrawal of Rs 900 crore by the Animal Husbandry Department from various district when Lalu was the chief minister. Former Bihar chief minister Jagannath Mishra and former state chief secretary Sajal Chakraborty are also accused in the case. The apex court, while setting aside the 2014 high court order which had stayed the trial against Yadav after conviction in one of the cases, said the high court should have been consistent in its findings and not have given different views for different sets of accused in a case. It also pulled up the CBI for delay in filing the appeal against the high court order in the case and said the probe agency?s director should have looked into this important matter and deputed an officer to pursue the case. The CBI had challenged the 2014 order of the Jharkhand high court quashing four pending fodder scam cases against him on the grounds that a person convicted in one case could not be tried in similar cases based on same witnesses and evidences. The apex court had in November 2016 pulled up Mishra for allegedly dragging and delaying the appeal filed by CBI challenging the quashing of four pending fodder scam cases against him. The high court had on November 14, 2014 upheld the CBI plea to continue proceedings in the trial court against Yadav under two sections while dropping other charges on the grounds that a person cannot be tried twice for the same offence. The charges are in connection with fraudulent withdrawal of Rs 96 lakh during the chief ministerial tenure of the RJD chief.",,,
195,,"Despite the use of the term ""surgical strikes"", the Indians definitely did not airdrop commandos to hit ""launching pads of militants"" inside Pakistani-held territory, or conduct ground assaults deep into the Pakistan-administered side. But they did cross the Line of Control (LoC), in some cases by more than a kilometre, to hit nearby Pakistani border posts. Police officials on the Pakistani side privately concede that such a ground assault did occur in the Madarpur-Titrinot region of Poonch sector, west of Srinagar, where a Pakistani post was destroyed, and one soldier killed. In Leepa valley to the north, locals said that the Indians crossed the LoC and set up their guns on ridges directly overlooking the village of Mundakali. A Pakistani border post located at some distance east of the village was hit. Two other posts higher up in the mountains were also hit. At least four Pakistani soldiers were injured in the attack, which lasted from 05:00am until 8:00am, locals said. A similar advance by the Indians in the Dudhnial area of Neelum valley further north was beaten back by the Pakistanis. At least one Pakistani soldier was injured - reports of a dead soldier could not be independently verified by the BBC. The Pakistani army described the exchanges as nothing more than cross-border firing, albeit in a more co-ordinated fashion and all along the LoC. Officials said two soldiers were killed in the attacks - one in Poonch, and one in Bhimber sector, further south. Defence minister Khwaja Asif later said a total of nine soldiers were injured in the assault. Indian troops could not have hit a target and returned alive as the climb required was too steep, officials said. Nor could helicopters have been used to drop special forces given the difficult terrain and because Pakistan would have shot down the aircraft. There is no conclusive evidence to prove either side's claims - the truth probably lies somewhere in the middle.",,,
196,,"Prime ministerÿNarendra Modiÿis akin to a phenomenon rarely seen in Indian or global politics. He remains extremely popular among the citizens despite efforts by many in the media and opposition to continually criticise and pull him down. When the NDA won the election in 2014 and Modi became the prime minister in the first term, he probably already had a clear strategy to uplift India into a vibrant country that met the needs of all the citizens. In his very first address, he swung into motion a grand Swacch Bharat mission: that every household must have a toilet, that open defecation becomes a thing of the past, and that dignity is brought back into the heart of the Indian citizen, particularly the woman. What India hadn?t achieved in 67 years of Independence was achieved in PM Modi?s first five-year term?India is now nearly 100% open defecation free (ODF) compared to 38.7% in October 2014.

He then turned his attention to financial and digital inclusion. Recognising that, in this new age of knowledge-economy-led growth, individual and national development are intimately connected to a citizen?s ability to access digital and banking platforms, he launched Digital India and drove the next wave of growth via the India Stack, where every Indian would have access to personal identification (Aadhaar), internet and mobile connectivity, and bank account (Jan Dhan). To date, 90% of Indians have Aadhaar, and Jan Dhan has provided more than 40 crore with a bank account digitally accessible via their mobile?a significant majority for the first time.

India Stack has also unlocked productivity leaps in subsidy and relief delivery via the direct benefit transfer (DBT) system; Rs 12 lakh crore has been disbursed via DBT resulting in a savings of Rs 1.7 lakh crore. Forty-two crore beneficiaries received relief and minimum income support during the Covid-19 pandemic and lockdown. India?s digital inclusion drive has been a massive success, by domestic and global standards.

The distribution of gas stoves and connections has made a phenomenal difference to rural family health, particularly the women. Before the Ujjwala Yojana gas cylinder distribution, smoke and ensuing lung problems were commonplace. With smoke-free cooking enabled by gas stoves, this has ceased to be a problem. The number of gas connections increased from 12 crore in 2014 to 25 crore.

PM Modi then turned his attention towards industry reforms with demonetisation, GST, and the Insolvency and Bankruptcy Code (IBC). These were undertaken to reform corporate India and rid the country of crony capitalism. These reforms have drawn criticism from many, perhaps forgetting that demonetisation has broken the back of the black money class. The use of black money has reduced considerably. Long-term habits to deal in black money have been mostly converted into the default use of digital banking systems.

GST has been an outstanding success towards India?s move to reduce supply chain costs, which today account for 14% of GDP as against 6% in China and 5% in the US. Seventeen taxes were rolled into one, providing a uniform system for the first time in 70 years, and effective indirect taxes have reduced. In its first month, the system onboarded 56 lakh filers. For various reasons, GST has not shown buoyancy, but one can expect to see the effect in the future.

Infrastructure development has been another significant push of the Modi government. Rural road connectivity, railways development, and construction of high-speed roads, ports and airports have taken off at a fast pace?all vital ingredients to increase India?s productivity and reduce supply chain costs.

Make-in-India, at commencement, was not a great success because it was cast in the traditional mould without a focus on the policy changes and incentives required. Subsequently, the Production Linked Incentive (PLI) scheme for large scale electronics proved successful?mobile manufacturing has risen multifold, making India an exporter. Merging PLI-like strategies with the Atmanirbhar Bharat Abhiyan push could make Make-in-India a success.

PM Modi?s next focus was health. Ayushman Bharat was launched to provide health insurance cover to the millions of uninsured in India; 12.6 crore e-cards have been issued, and 1.2 crore hospital admissions were managed through this scheme. The next frontier in health is the Bharat Health Stack, built on the India Stack architecture, which will further improve access and management of healthcare in India.

Other reforms that have the potential for sizeable economic impact have been in simplifying labour laws, incentivising and reclassifying MSMEs, especially with the guaranteed loan programmes, reduction in corporate tax rates, and deregulating the farm sector, which will empower farmers to double their income by 2022.

The emphasis on employment needs better policies and focus, but it will certainly improve when the effects from these other reforms bear fruit.

During the Covid-19 pandemic and national lockdowns, PM Modi?s focus was on ensuring the lives and livelihoods of the bottom-of-the-pyramid. All the reforms and digital advancements made earlier are proving extremely useful in these difficult times. Rations and minimum income support were extended to 80 crore Indians, which wouldn?t have been possible without Digital India and India Stack. PM Modi?s housing programme has also been an outstanding success in bringing dignity to crores of Indians with pucca housing; 1.1 crore houses have been built, targeting a total of 2.95 crores by 2022. The return of migrants during the Covid-lockdown has accelerated this programme and enabled them to build a life in their hometowns. With this acceleration, the timeline to build a house has reduced from 120 days to a 45-60 day horizon.

At this rate, by 2022, all Indians will have access to basic necessities?housing, clean water, gas connections, bank accounts, internet and mobile connectivity, road access, and education?especially with the implementation of the National Education Policy 2020. For a population of 138 crore, these are remarkable achievements. PM Modi had a clear strategy to reach this point, unambiguous aspirations and a structured sequence of reforms and policies.

Previous political regimes launched schemes like Garibi Hatao, which were unsuccessful because they focused more on politics and less on execution. PM Modi has inverted this paradigm, and personally monitors and reviews progress on the programmes. He leverages technology platforms wherever possible to ensure the programmes are executed as soon as possible. He sets clear priorities for himself and his government. He has not fallen victim to unnecessary politics. His foreign policy moves have made the Middle East friends of India, and the entire world looks more favourably on the country now. Standing up to hegemonic China, too, has improved our standing in the world.

No prime minister has done as much for India?s development as PM Modi has in his six years. As India celebrates PM Modi?s birthday, citizens all over the country pay tribute to this remarkable leader.",,,
197,,"It is a fact, not just an opinion, that Prime MinisterÿNarendra Modiÿstraddles India?s political firmament like a colossus. This is acknowledged by all, friend and foe, expert or novice. As he begins his 20th year in public life ? he took oath as Gujarat?s chief minister for the first time this week 19 years ago ? his ascendance and dominance is worth understanding better. In 1987, when he joined the BJP, he had already made a name for himself as a tireless worker, quick on the uptake, making valuable contributions, and as a charismatic and strategic thinker. Nevertheless, as is all too well known, his debut as Gujarat?s chief minister was to quickly become a trial by fire, the kind few leaders survive.
No politician in independent India has been demonised in such a relentless, Goebbelsian manner as him, and none has withstood it all with such resilience and courage. Despite years of concerted attacks on him by the then-dominant mainstream media, his popularity only grew, his grip on both politics and governance only got firmer. That ability to go beyond the circumstances in which he found himself has been a crucially important trait since his youth. From going past traditional familial constraints to wandering, exploring, seeking, and discovering his purpose, his is a classic journey that many young idealists fantasise about, but rarely dare to attempt. The fact that his detractors tried to persistently target him, despite him prevailing in trials in courts and in public opinion, was resented by his support base. That not only helped consolidate his hold over them in the state, but also started the bandwagon of similar support nationwide.

A lesser man might have been content with that, perhaps even planned an extension of his entrenchment as Gujarat?s undisputed leader. Instead, Modi decided to, and succeeded in, transforming his image into that of Mr Development. It did not happen overnight, and it did not happen easily. He had to work against the tide of initial opposition from many quarters, not least of all significant leaders of industry and their associations. Slowly, but surely, he built a track record of decisiveness, of laying out the red carpet for investment, of out-of-the-box solutions for age-old bottlenecks like inconsistent power supply, and all that while avoiding the taint of corruption. Even as a CM he started acquiring a global reputation as a can-do leader.

That is not to say he gave up being the champion of the broadest section of the electorate, nor on his passion for a resurgent, modern India that also took pride in its ancient heritage. He has all along spoken out against the hypocrisy of those who represented what passed for secularism and liberalism in India, but made a mockery of that with their policies of appeasement, pandering to the fears and schisms in sections of society instead of trying to unite them. It is surely one of the great ironies of modern times that the person who marshalled the political will to bring about Triple Talaq reform in India was not from among those secularists and liberals, but one who has been unceasingly vilified by them.

The fact is, this prime minister has been just as staunch a reformer on a wide range issues, taking on established shibboleths. These include not just social changes, but also stunning advances on political and economic reforms that had long been given lip service by all but had also acquired the aura of being unachievable. The latest of these is the recent farm bills that have been advocated by virtually everyone, except perhaps far-left ideologues, for decades. Looking back to the national political scenario a dozen years ago, it was obvious to many that Modi would almost inevitably lead the nation sooner or later. Even as the government of the day got ever more deeply mired in corruption scandals, infighting and palace intrigues, it continued to be blithely oblivious to the mood of the people. When the then prime minister, a member of a minority community himself, spoke of minorities having the first right on the nation?s resources, a tipping point was reached.

In the other corner stood a long-standing chief minister, exuding charisma, personal honesty, transparency, and good governance. But also unafraid to speak bluntly, against nepotism in politics, against cosseting sections of the population in ghettos, both physical and legislative, and was confidently asserting nationalism and an Indian renaissance. Born of this confluence of circumstances and preparation were such slogans as ?sabka saath, sabka vikas, sabka vishwas,? and ?minimum government, maximum governance.?

It is worth remembering that the long-entrenched elites he dislodged pushed back with a vehemence born from seeing their world evaporating before their eyes. They united to deny him early attempts at reform, such as on land acquisition, and, emboldened, thereafter opposed him tooth and nail on virtually every decision. They mocked those slogans and dubbed him a non-reformer.

And yet, reform he did, against all odds. The GST is arguably the single-biggest economic reform since Independence. And despite the persistent badmouthing of demonetisation by opponents, it triggered the transition to digitisation that made possible the large-scale monetary aid to hundreds of millions of Indians during this pandemic. The reset that he did with India?s response to cross-border terror attacks must also rank as immensely significant. In this time he has emerged as one of the most influential global leaders.

The second term has begun with a breathtaking shifting of gears, pushing through many long-pending, big-ticket reforms. And yet, while his opponents continue as if in a time warp, doubling down on their failed tactics, Narendra Modi keeps evolving, his best yet to come.",,,
198,,"The Arvind Kejriwal-led Aam Aadmi Party (AAP) on Tuesday decided to reach out to Delhiites for their opinion on whether the nascent party should form a minority government with Congress support. The feedback in the form of individual letters, centralised SMSs, on social networking sites such as party?s official facebook page and its website will be gathered till Sunday before deciding on government formation on Monday.

Stung by criticism that it is running away from forming a government despite Congress support, AAP announced that it would be sending out 25 lakh letters inviting people?s views. Similarly, a centralised mobile number will receive people?s single-word opinion (yes or no) through SMS.

Kejriwal on Saturday wrote to Congress and BJP asking their views on 18 issues after the lieutenant governor invited AAP to form a government. The BJP-Akali Dal (32 seats) had declined to form the government. AAP (28 seats) was the second-largest while Congress won just eight seats in the 70-member Delhi assembly. While the BJP refused to reply, the Congress? reply on Monday stated that 16 issues were administrative affairs and it was with AAP on the remaining two. The party?s political affair?s committee discussed Congress? reply, followed by a meeting of its candidates before Kejriwal went public. The meeting with candidates threw up a mixed response. Post-December 8 when result was announced, most had said they favoured re-election. But on Tuesday many said they felt that the response from ground ? especially after Kejriwal?s letter ? favoured AAP to form the government.

?The candidates were asked to gather public feedback. After all, it is not a question of personal opinion. Important is to find out what people want,? said a party leader.",,,
199,,"The Aam Aadmi Party (AAP) has decided to seek the opinion of the people on whether they should form a government in Delhi with the support of the Congress party. At the same time, the party pooh-poohed the extension of support by the Congress party, describing it as shatir (clever). AAP had decided to seek the people?s opinion as there was a strong view within the party that it should form a government with outside support of the Congress even for six months to fulfil its agenda and also to show that it can deliver, AAP convener Arvind Kejriwal said at a press conference here on Tuesday.
According to Mr. Kejriwal, there is another view in the party that the Congress will not withdraw its support till the Lok Sabha elections.
Accepting the diversity of views within the party, Mr. Kejriwal said that while a few members of the Political Affairs Committee and MLAs supported the idea of forming the government some others wanted the party to go for re-election. ?This morning we had our meeting of PAC and MLAs. Unlike the other parties, we do not take decisions in closed rooms, therefore the party decided to take people?s opinion,? he said.



The party has chalked a six-day programme during which it will organise 270 public rallies in each municipal ward to take a ?sense of people?s opinion.? Over 25 lakh copies of Mr. Kejriwal?s letter addressed to the people of Delhi will also be distributed during the opinion gathering campaign. People can send their feedback to the party through SMS, phone calls and social media. The party will complete the process by Sunday and is likely to meet the Lieutenant-Governor on Monday.",,,
200,,"A day after it sought a referendum on forming a government in Delhi with outside support of the Congress, the Aam Aadmi Party received over 4.20 lakh responses through various channels. It is yet to analyse the data to ascertain their nature. ?We had sought feedback from the people of Delhi regarding their views on formation of a government. And within 24 hours, we have received over 4.2 lakh responses through different channels, including the Interactive Voice Response system, short-message service, our website and the party?s Facebook page,? an AAP spokesperson told The Hindu. The maximum number of responses were received through SMSes. ?The party has got 25 lakh pamphlets printed to reach out to the people. Our next course of action would be a door-to-door survey. The exercise will commence on Thursday. Public meetings attended by senior leaders will also be organised in all municipal wards. The data collected will be analysed and the results are expected to be out in the public domain next Monday,? the spokesperson added.
The AAP decided to go for the referendum as the deadlock over formation of the government has persisted since the BJP, the single largest party with 31 out of the 70 Assembly seats, refused to take the plunge. The AAP, with 28 seats, which was also invited by the Lieutenant-Governor for a discussion on the issue, has sought time to arrive at a decision. Describing the Congress as shatir (clever), Mr. Kejriwal said the AAP?s decision to go to the people followed a strong view within the party that they should form the government with Congress support, even if it is for six months, to fulfil its agenda and prove that it could deliver on its promises. It is learnt that some sections of the party also felt that it was trying to escape from its responsibility to govern.",,,
201,,"The NITI Aayog was formed to bring fresh ideas to the government. Its first mandate is to act as a think tank. It can be visualised as a funnel through which new and innovative ideas come from all possible sources ? industry, academia, civil society or foreign specialists ? and flow into the government system for implementation. We have regular brainstorming sessions with stakeholders from various industries and sectors. Initiatives like Ayushmaan Bharat, our approach towards artificial intelligence and water conservation measures, and the draft bill to establish the National Medical Commission to replace the Medical Council of India have all been conceptualised in NITI Aayog, and are being taken forward by the respective Ministries. In that sense, I think of NITI Aayog as an action tank rather than just a think tank. By collecting fresh ideas and sharing them with the Central and State governments, it pushes frontiers and ensures that there is no inertia, which is quite natural in any organisation or institution. If it succeeds, NITI Aayog could emerge as an agent of change over time and contribute to the Prime Minister?s agenda of improving governance and implementing innovative measures for better delivery of public services.

We also work to cut across the silos within the government. For example, India still has the largest number of malnourished children in the world. We want to reduce this number vastly, but this requires a huge degree of convergence across a number of Ministries, and between Central and State governments. NITI Aayog is best placed to achieve this convergence and push the agenda forward.

NITI Aayog is also bringing about a greater level of accountability in the system. Earlier, we had 12 Five-Year Plans, but they were mostly evaluated long after the plan period had ended. Hence, there was no real accountability.

NITI Aayog has established a Development Monitoring and Evaluation Office which collects data on the performance of various Ministries on a real-time basis. The data are then used at the highest policymaking levels to establish accountability and improve performance. This performance- and outcome-based real-time monitoring and evaluation of government work can have a significant impact on improving the efficiency of governance.

Using such data, we also come up with performance-based rankings of States across various verticals to foster a spirit of competitive federalism. That is another big mandate of NITI Aayog. We identify the best practices in different States in various sectors and then try to replicate them in other States. We also play an important role of being the States? representative in Delhi, and facilitate direct interactions with the line ministries, which can address issues in a relatively shorter time. The Atal Innovation Mission, which is also established under NITI Aayog, has already done commendable work in improving the innovation ecosystem in India. It has established more than 1,500 Atal Tinkering Labs in schools across the country and this number is expected to go up to 5,000 by March 2019. It has also set up 20 Atal Incubation Centres for encouraging young innovators and start-ups.

With its current mandate that is spread across a range of sectors and activities, and with its unique and vibrant work culture, NITI Aayog remains an integral and relevant component of the government?s plans to put in place an efficient, transparent, innovative and accountable governance system in the country. ",,,
