Sr No,Event,Article ,Headline,Publisher,Label
89,,"Buried in countless discussions on the failure of hate campaign against Shaheen Bagh and the victory of the Aam Aadmi Party's politics of ""kaam"" has been the actual role of the women of Shaheen Bagh. The Union Home Minister's exhortation to deliver ""electric current"" to Shaheen Bagh, the chanting of ""goli maro"" and the actual attacks by stray shooters, crafting sedition charges against individuals, have contrasted singularly with the pictures of rows of women sitting with children, waving the flag and copies of the Constitution and most of all, dedicated to peaceful protest. The importance of this cannot be underestimated.

Speaking at a panel on the results of the Delhi elections on a television channel, Seshadri Chari, a senior BJP spokesperson, described the communally vituperative campaign of his party as ""not hate politics but strategy"". This is a chilling statement. The problem, however, is not only its questionable morality - an important if not scary issue - but the failure of the strategy.

Clearly, as strategy, it has had its uses. The BJP vote share in the 2020 Delhi elections has been reasonable enough. But it failed to produce a cutting edge precisely because the strategy did not extend beyond the rhetoric of incitement. It was the deliberate commitment to peaceful protest by the women satyagrahis - ordinary mothers, homemakers, youth - that staved off any violent counter-response. Counterfactually speaking, if there had been the slightest hint of violent response, the spiral of violence and communal polarisation would have been uncontrollable. The strategy of hate would then have been unstoppable. It would have upended the politics of ""kaam"".

It may be recalled that the women have carried on despite no acts of solidarity from AAP; instead, they have continuously faced the fear of violent ejection by the police. It is the silent contribution of the Shaheen Bagh women that remains unremarked upon in the high-decibel commentaries on the election results.

It raises a difficult question for the BJP now. It deliberately nationalised the elections. Beginning with the Prime Minister, organised and co-ordinated by the Home Minister and deploying a phalanx of Chief Ministers and over 200 MPs, the BJP campaign has been one of the most communal vituperative ever in the history of India's elections. It has raised questions of national integrity, portraying Shaheen Bagh as a centre of terrorist and anti-national activity - and then going on to associate this unpleasing fiction with AAP. Chief Minister Arvind Kejriwal himself has been accused of being a terrorist. The basic elements of this campaign are by no means new. Over time, any opposition to the BJP has been progressively labelled as anti-national. This has provided a momentum of aggression to BJP's nationwide campaigns.

For BJP, Shaheeh Bagh was the testing ground of a new use of communal mobilisation. Within less than a year of its massive general election victory and the apparent success of its strategy of dismembering the State of Jammu and Kashmir, the BJP government has faced the strongest-ever protest that has spread across the entire country on the issue of the CAA-NRC. Most importantly these protests were carried out by the youth of different communities, becoming a platform for voicing dissatisfaction against a governance perceived to be high-handed, regulative of lifestyles and unable to provide jobs.

The Delhi elections provided an opportunity to begin a counter-initiative by the BJP. The BJP-ruled States had put down the protests with an iron hand.

Shaheen Bagh provided an opportunity to initiate an ideological counter-offensive against the protests. Indissociable from the protests against the CAA-NRC which it had given birth to, Shaheen Bagh could be deployed to isolate, marginalise and communalise the protests. The only problem - which finally defeated the BJP strategy - was that it was dominated by women who refused to be provoked.

The unresponsiveness of these women was complemented by the careful distancing of the AAP from the protesters. Both of these put BJP out on a limb. More importantly, it allowed the focus to be put on a positive element, that is, the work done by AAP. If Shaheen Bagh dominated the saffron air waves, it was kaam that was discussed among the ordinary voters on the ground. The laying out of water and sewage pipes, free bus rides to women, the rise of standards in government schools and so on, dominated the agenda. It became so effective that the ground campaigners of the BJP had to take recourse to questioning the wisdom of providing ""freebies"" to the electorate. In short, BJP workers were caught in the self-defeating position of saying that the electorate was unfit for the welfare measures that they have traditionally expected the state to provide.

Where does the BJP go from here? Can it afford to charge with all the vituperation and aggression at its command, like Don Quixote against windmills that refuse to move? For BJP aggressive polarisation has been important for both electoral victory while combining this with establishing the affective and ideological foundations of a future Hindu Rashtra. But if communal polarisation does not work as an issue, what else will the BJP have in its electoral kitty? Delhi has shown that a purely negative campaign of discrediting the agenda of its rivals will not do. Nor can it step back now, for the reputation of its Shah-Modi leadership has been built on its authoritarian stubbornness to defend its positions. There is too much now at stake for the BJP leadership and too little ammunition at its disposal.",,,
90,,"LUCKNOW: Deputy chief minister Dinesh Sharma said on Saturday that there was a pattern in the ongoing protests against the Citizenship (Amendment) Act and national register of citizens across the country which appears to be a part of a planned, organised conspiracy for coup.

Speaking at a news channel event on Saturday, Sharma said, ""How is it possible that whenever there is a protest in JNU, political leaders land in the campus within 15 minutes? And then protests start in Jamia Millia Islamia and Aligarh Muslim University in half an hour and in Jadhavpur and Mumbai soon after? There has to be a network which wants to destabilise government in the country.""

Sharma also defended the action taken by UP Police against the anti-CAA, NRC protesters.

""The UP Police did nothing wrong... It simply performed its duty,"" Sharma said, on being asked to comment on the criticism of state police department's action against the protesters.

Speaking about the proposal in Lucknow University to include CAA and NRC in the curriculum of political science department studies, the deputy chief minister said: ""Universities are autonomous organisations and it is their duty to impart good education by including contemporary issues.""",,,
91,,"Opposition parties protest against policies of the BJP govt., including CAA
The budget session of the Uttar Pradesh Assembly started on a stormy note on Thursday with Opposition leaders protesting against the policies of the BJP government, including the Citizenship (Amendment) Act.
Opposition party MLAs held up placards and raised slogans in the Assembly and interrupted the address of Governor Anandiben Patel. The Opposition leaders, led by the Samajwadi Party and the Congress, then staged sit-ins outside the Assembly, holding placards on the issues of law and order, crimes against women, unemployment, rising prices of cooking gas, diesel and petrol and farmer woes, along with the burning subject of CAA, NRC and NPR.
While the SP leaders displayed gas cylinders outside the Assembly, the Congress workers expressed their protest by holding up packets of potato and onion, as well as sugarcane.
The SP MLAs also raised the demand for OBC caste census.
Ram Govind Chaudhary, the SP's leader in the House, said the BJP had brought up the issues of CAA, NRC and NPR to ""divert attention"" from the questions of livelihood.
The SP was protesting against the ""oppression"" unleashed by the BJP government on women and other protesters demonstrating ""peacefully,"" holding national flags, to save the Constitution and democracy, Mr. Chaudhary said.
Leader of the Congress in the U.P. Assembly Aradhana Misra said farmers in the State were not getting proper rates for their produce and were harassed by the stray cattle menace.",,,
92,,"Pravesh Verma had alleged that protesters gathered at Shaheen Bagh would enter homes, rape and kill and claimed that this can be prevented if the BJP is elected in the February 8 polls.

The Election Commission on Wednesday ordered the BJP to drop Union minister Anurag Thakur and West Delhi lawmaker Parvesh Verma from its list of star campaigners for Delhi elections after the two politicians were accused of using provocative language.

Verma had alleged that protesters gathered at Shaheen Bagh would enter homes, rape and kill and claimed that this can be prevented if the BJP is elected in the February 8 polls.

Thakur, on the other hand, was sent notice by the poll body for his election speech where he was heard saying to a gathering, ""desh ke gaddaron ko..."" leading to the people to reply in unison ""...goli maro s****n ko"". Thakur was campaigning for the party's Rithala candidate Manish Chaudhary.

The comments were seen in sequence with a string of controversial comments and, rivals allege, communally divisive rhetoric that the BJP has used over the past week in the Delhi election campaign.

Analysts have said the BJP's turn to divisive rhetoric is an attempt to consolidate Hindus in an election where it was widely perceived to start with a disadvantage because of the AAP's contention of providing better governance.

The BJP also does not have a CM face against the incumbent, Arvind Kejriwal, and is fighting the election in the name of Prime Minister Narendra Modi.

Also Watch l 'Name the place where you will shoot me': Asaduddin Owaisi to Anurag Thakur

Harish Khurana, a spokesperson of the BJP's Delhi unit and son of former chief minister Madan Lal Khurana, defended the union minister, saying that it was the crowd that uttered the inciteful words and not Thakur.

""If you see the video, Thakur did not even say the words. So, in a way, he should not be held responsible. The slogan was not invented by him; it has lasted for years,"" said Khurana.

The Election Commission didn't buy the argument to play down the minister's role.

A BJP?candidate Kapil Mishra, too, have whipped up hateful speeches. Mishra was pulled up by the Election Commission for inciteful comments such as ""Delhi mein chhote chhote Pakistan bane"", ""Shaheen Bagh mein Pak ki entry"", etc. The election commission gagged him for 48 hours and an FIR was filed against him.

Khurana, however, said that the hate exists on both sides. ""More than about being right or wrong, one must see who started it. There were slogans of 'Jinnah-wali azaadi' at Shaheen Bagh. BJP leaders were told that they need to take permission to enter Shaheen Bagh, not to mention the inconvenience that has been caused to people,"" said Khurana.",,,
93,,"The protest at Jaffrabad caught the police unaware Saturday night when about 500 people, mostly women, gathered there to protest against the CAA and the National Register of Citizens (NRC) and blocked a major road.

As the Delhi Metro Rail Corporation (DMRC) Sunday morning shut down the entry and exit of the Jaffrabad station in Northeast Delhi after protesters against the Citizenship (Amendment) Act (CAA) gathered around the station, BJP leader Kapil Mishra said that Prime Minister Narendra Modi was right in calling the Shaheen Bagh protest ""an experiment.""

""Stage is being set up in Jaffrabad. Another area where the law of India will not be followed. Modi ji rightly said that Shaheen Bagh was an experiment. Be ready for road blockage, streets, markets, neighborhoods will also be blocked one by one. Keep quiet till they do not knock on your door,"" Mishra wrote on Twitter attaching a video of a stage being constructed.

Prime Minister Modi, at an election rally in Delhi earlier this month, had said that the protests against CAA in Shaheen Bagh is not a coincidence, but an experiment by the Opposition parties to disturb the peaceful environment in the national capital. Mishra, who was the BJP candidate from Model Town, lost badly in the just concluded Delhi election.

The protest at Jaffrabad caught the police unaware Saturday night when about 500 people, mostly women, gathered there to protest against the CAA and the National Register of Citizens (NRC) and blocked a major road.

On Sunday, Delhi Police deployed additional personnel around the Jaffrabad metro station area as women continued their protest against the CAA. There was already heavy security deployment, including women police personnel, in the area when the protest began Saturday night.

The women, carrying the national tricolour and raising slogans of 'aazadi', said they would not move from the site till the Centre revoked Citizenship (Amendment) Act, PTI had reported. They also tied a blue band on their arm and also raised 'Jai Bhim' slogans.

The women had blocked road No. 66 which connects Seelampur to Maujpur and Yamuna Vihar. Another protest against the CAA is already on near the main Seelampur road and Kardampuri.

The protest at Jaffrabad began even as efforts are on to clear a road blocked by anti-CAA and anti-NRC protesters at Shaheen Bagh in Southeast Delhi for over two months.

The protesters have blocked the road connecting Southeast Delhi and Noida. The Supreme Court has appointed mediators to find a way to end the impasse.

Protesters say the CAA which fast tracks citizenship for illegal non-Muslim migrants from Afghanistan, Pakistan and Bangladesh is unconstitutional, divisive and discriminatory because it makes religion a test of citizenship.",,,
94,,"Addressing a rally in Himachal Pradesh's Solan, Nadda called Modi a ""world leader"", citing also the praise he got from US President Donald Trump during his recent India visit.

BJP president J P Nadda on Thursday said by bringing in the Citizenship Amendment Act Narendra Modi had implemented what Mahatma Gandhi and the previous prime ministers merely talked about.

Addressing a rally in Himachal Pradesh's Solan, Nadda called Modi a ""world leader"", citing also the praise he got from US President Donald Trump during his recent India visit.

Nadda claimed that Jawaharlal Nehru, Indira Gandhi, Rajiv Gandhi and Manmohan Singh talked about bringing minorities persecuted in the neighbouring countries to India.

""They merely said so but Modi did so,"" he said.

The population of minorities in Pakistan, Bangladesh and Afghanistan has reduced drastically, he said, claiming that many of their members have converted.

The new law fast-tracks Indian citizenship for Hindus, Sikhs, Christians, Jains, Buddhists and Parsis who left these countries before 2015 due to religious persecution.

Nadda accused opposition parties of misleading people on the amended citizenship law.

Beginning a two-day trip to Himachal Pradesh, the Bharatiya Janata Party leader claimed that Donald Trump praised India and Modi for 20 minutes out of his 28-minute speech at the Motera cricket stadium in Gujarat.

Nadda described Modi as a ""world leader"".

He said the abrogation of the special status of Jammu and Kashmir under Article 370 will strengthen the region.

""India has become one country constitutionally under Modi's leadership,"" he said.

He referred to the last block development council elections, saying they were held without a single drop of blood being shed.

The BJP president said a delimitation exercise in Jammu and Kashmir would now enable reservation of seats in the Lok Sabha and the Vidhan Sabha for the Gujjar-Bakarwal community.

Accusing other political parties of ""parivarvad"", he said, ""No one can stop the BJP from growing further as it is the only party which is based on ideology. This is the only party which keeps on introspecting."" ""We know who will be next president of the Congress, NCP, SP, BSP, Telugu Desam and YSR Congress. But the BJP is the only party where nobody knows who will be the next chief,"" he said.

""Nobody from my family was in politics but I am the BJP president now,"" he said.",,,
95,,"AAP and BJP fought a bitter election campaign during which the BJP often portrayed the AAP as a party soft on anti-nationals. They were referred to as sympathizers of Pakistan, ""Urban Naxals"" and the ""Tukde- Tukde"" gang.

Aam Aadmi Party (AAP) has said that the win in Delhi assembly polls is people's verdict against the ""terrorist"" tag given to Chief Minister Arvind Kejriwal.

The tweet comes on the day AAP swept the Delhi assembly polls with confirmed wins or leads on about 62 out of the 70-seats in the assembly. Chief Minister Arvind Kejriwal also won his New Delhi seat with over 20,000 votes.

""The family of two crore Delhi residents have declared that their son Arvind Kejriwal is not a terrorist but a patriot. We bow before the great people of Delhi,"" said the tweet.

BJP leader and MP Parvesh Verma was gagged by the election commission for likening Kejriwal to a terrorist during the election campaign.

""If Kejriwal comes to power again, Madipur's streets will become Shaheen Bagh. There are many Natwarlals (cheats) like Kejriwal and 'aatankwadis' (terrorists) like Kejriwal hiding in Delhi. We have to throw them out. I fail to understand if we should fight terrorists in Kashmir or against terrorists like Kejriwal in Delhi,"" Verma had said.

AAP milked Verma's onslaught and launched a counter-campaign alleging the remark was an insult to Delhi's ""son"" and that the people of the capital will give a befitting reply to the BJP for calling him a traitor.

""Delhi's voters will teach a lesson to those who have insulted capital's son- Arvind Kejriwal, who has facilitated religious pilgrimage, good schools and hospitals for them- in the February 8 polls,"" Singh had responded.

AAP and BJP fought a bitter election campaign during which the BJP often portrayed the AAP as a party soft on anti-nationals. They were referred to as sympathizers of Pakistan, ""Urban Naxals"" and the ""Tukde- Tukde"" gang.",,,
96,,"The BJP's Kapil Mishra, who defected to the party in 2019, is trailing in Model Town.

Early trends point to the Aam Aadmi Party's key candidates leading in important constituencies. Chief Minister Arvind Kejriwal, contesting from New Delhi constituency, is leading against the Bharatiya Janata Party's Sunil Yadav by over 20,000 votes.

Deputy Chief Minister Manish Sisodia has retained the Patparganj seat by a little over 3,200 votes. A founding member of the AAP, Mr. Sisodia holds the education, finance and tourism portfolios in addition to his post as Deputy CM.

The AAP's Atishi Marlena is leading in Kalkaji constituency. Ms. Marlena was the AAP's candidate against BJP MP Gautam Gambhir in East Delhi during the 2019 Lok Sabha election.

Kapil Mishra of the BJP -- who tweeted the controversial comparison of the Delhi elections to a contest between India and Pakistan, and was censured by the ECI -- is trailing against the AAP's Akhilesh Tripathi by over 11,000 votes. Mishra defected to the BJP from the ruling party in 2019 and even campaigned for the BJP in the Lok Sabha elections.

The Congress' Arvinder Singh Lovely, who also contested unsuccessfully against Mr. Gambhir, is trailing in the Gandhi Nagar constituency. Mr. Lovely, who was a Minister in the Sheila Dikshit government, had jumped ship to the BJP in 2015, only to rejoin the Congress in 2018, calling himself an ""ideological misfit"" in the saffron party.

Former Chandni Chowk MLA Alka Lamba, who rejoined the Congress in 2019, has barely over 3,400 votes, as against the AAP's Parlad Sawhney's 45,800-odd vote count. Ms. Lamba had earlier quit the Congress in 2014, after a 20-year stint in the party, but returned to it terming Mr. Kejriwal as an ""autocrat... never listens to AAP workers and elected representatives of the party"".

Newcomer Tajinder Pal Singh Bagga of the BJP is trailing behind the AAP in Hari Nagar. Mr. Bagga physically assaulted lawyer Prashant Bhushan in 2011, for the latter's remarks supporting a plebiscite in Jammu & Kashmir. He has also been a Delhi BJP spokesperson since 2017, after gaining prominence by running social media campaigns in favour of the party.

In Okhla constituency, where the Shaheen Bagh protests have been taking place, sitting MLA and member of the AAP's national executive Amanatullah Khan is leading by a massive margin of close to 77,000 votes. The constituency also includes Jamia Nagar where protests and violence took place.

Incumbent MLA and former Delhi BJP chief Vijender Gupta is leading in Rohini -- a seat that the BJP has held for over a decade, with only a brief loss to the AAP in 2013. His margin, is a little over 12,600 votes.

One of the AAP's youngest leaders Raghav Chadha, who is contesting from Rajinder Nagar, has won. Mr. Chadha campaigned for the seat by reminding people that he is a ""local boy"" who grew up in the area.

AAP spokesperson Saurabh Bharadwaj is also leading in Greater Kailash constituency with a margin of over 16,000 votes. The AAP candidate had earlier beaten the BJP's Ajay Kumar Malhotra and Rakesh Guliya in 2013 and 2015, respectively, with huge margins.",,,
97,,"K.S. Eshwarappa, Minister for Rural Development and Panchayat Raj, has criticised the statements of Congress leaders that they would disrupt proceedings of the forthcoming session of the State Legislature over the remarks passed by Basanagouda Patil Yatnal, former Union Minister and BJP MLA, against freedom fighter H.S. Doreswamy.

He told presspersons here on Thursday that Congress leaders who have responded in a proactive manner when Mr. Doreswamy was criticised, failed to stage similar protests against those raising pro-Pakistan slogans at a meeting held against the Citizenship (Amendment) Act in Bengaluru and by a few students in Hubballi.

Referring to the stand taken by Mr. Doreswamy against the CAA, he said that on many issues, Mr. Doreswamy failed to behave in a non-partisan manner.",,,
98,,"Communist Party of India (Marxist) leader Brinda Karat said that the Aam Aadmi Party's mandate in the Delhi Assembly elections was a ""tight slap"" on the BJP's and RSS faces.

Addressing a gathering at the divisional-level conference on 'Empowerment of women' and 'Save the Constitution' here on Thursday, Ms. Karat said that by voting the AAP to power the people of Delhi have given a befitting reply to the RSS agenda and BJP's politics of hate and violence.

She slammed Prime Minister Narendra Modi and said that when the entire nation was bothered about the GDP and the economic crisis, Mr Modi has only two agendas: Shaheen Bagh and Pakistan. ""I am proud of the Shaheen Bagh women who have become the face of resistance against the rise of fascism"".

Reiterating her concern that despite repeated condemnation of violence against women, Ms. Karat said that crimes against women were at an all-time high with one rape occurring every 90 minutes in India.

Accusing Home Minister Amit Shah of the alleged misuse of the Delhi police, Ms. Karat said that Mr. Shah and the BJP leaders used all means to win Delhi elections but they failed.

""Though the BJP leaders used the Delhi election rallies to express their hate as a campaign message, the National Commission for Women maintained a silence. Even the Election Commission failed to impose serious action against the BJP leaders for their hate speeches,"" she added.

Ms. Karat alleged that the Modi-led government was trying to change the Constitution and called upon people to unite against their divisive and dangerous attempts to destroy the nation's secular fabric with the draconian Citizenship Amendment Act (CAA).

""Mr. Modi and Mr. Shah have misled the people on the CAA and the NRC. They tried to manipulate people with their provocative statements while remaining insensitive to the protests and violence that spread across the country.""",,,
99,,"The Pulwama suicide car bombing, for which the Pakistan-based Jaish-e-Mohammed terrorist group owned responsibility, was the deadliest single attack in 30 years of insurgency in Kashmir.

Prime Minister Narendra Modi paid tribute to the 40 Central Reserve Police Force (CRPF) troopers who died in the Pulwama terror attack in Jammu and Kashmir a year ago to the day on Friday, as the Congress and his ruling Bharatiya Janata Party (BJP) engaged in a political slugfest.

""Tributes to the brave martyrs who lost their lives in the gruesome Pulwama attack last year. They were exceptional individuals who devoted their lives to serving and protecting our nation. India will never forget their martyrdom,"" Modi wrote in a Twitter post.

The CRPF joined the prime minister in recalling the victims of the attack, in which a man drove an explosives-laden car into a truck carrying the troopers in Pulwama. ""We pay our heartfelt tribute to all the martyrs. CRPF is a brave fighting force on the federal grid and remains undeterred by any untoward incident,"" CRPF director general AP Maheshwari, said.

The Pulwama suicide car bombing, for which the Pakistan-based Jaish-e-Mohammed terrorist group owned responsibility, was the deadliest single attack in 30 years of insurgency in Kashmir. It heightened tensions in the subcontinent, and brought India and Pakistan to the brink of war. On February 26, 2019, the Indian Air Force (IAF) bombed a Jaish terrorist camp in Balakot, deep inside Pakistan, followed by a dogfight the following day over the Line of Control in Kashmir.

The Congress raised questions about the attack and the inquiry into it, and asked why the report on it was not being made public.It has previously alleged that the BJP had tried to gain political and electoral mileage out of the Balakot strikes by the IAF.

""Today as we remember our 40 CRPF martyrs in the #PulwamaAttack, let us ask: 1. Who benefitted the most from the attack? 2. What is the outcome of the inquiry into the attack? 3. Who in the BJP Govt has yet been held accountable for the security lapses that allowed the attack?"" former Congress president Rahul Gandhi wrote on Twitter.

Congress chief spokesperson Randeep Surjewala said the entire nation paid homage to the martyrs of Pulwama; still, many questions remain about the attack.

""Why is the report of Pulwama attack not being made public? Who is accountable? Who brought the 350 Kgs IED? Why were intelligence reports of attack ignored?"" he tweeted. IED is short for improvised explosive device.

The BJP was quick to hit back, with minister of state for home G Kishan Reddy accusing Gandhi of insulting security forces. ""Did surgical strike or airstrike ever take place under the Congress rule? For the first time, Pakistan is afraid of us. Rahul Gandhi has insulted security forces by commenting on them,"" he said.

And, BJP spokesperson GVL Narasimha Rao said Gandhi had chosen to target not just the government but even the security forces at a time when the nation was paying tributes to those killed in the Pulwama attack.

""When nation is paying homage to martyrs of dastardly Pulwama attack, Rahul Gandhi, a known sympathizer of LeT & Jaish-e-Mohammed, chooses to target not just the government but security forces as well. Rahul will never question real culprit, Pakistan. Shame on you Rahul,"" tweeted Narasimha Rao.

Even the Communist Party of India (Marxist), or CPI(M), questioned the government about the inquiry report on the attack and demanded accountability, accusing the BJP of seeking votes in the name of the CRPF personnel killed in the attack. ""Where is the Inquiry report one year on after the terror attack? Who has been held accountable for the loss of so many lives and the massive intelligence failure?"" CPI(M) general secretary Sitaram Yechury said.

Separately, the CRPF said on Friday that the families of all its personnel who died in Pulwama had been paid dues ranging from ~2-3 crore and were getting the last pay drawn as monthly pension, except one over which a case is pending in the courts because of questions over who the legal heir is.

The victims were honoured on Friday with a memorial at the Lethpora camp of the force, close to the location of last year's attack, in a solemn and emotive ceremony. The memorial is inscribed with the names of all the 40 troopers along with their photographs and the motto of the Central Reserve Police Force -- 'Seva and Nishtha' (Service and Loyalty).

Maharashtra's Umesh Gopinath, who undertook a 61,000 km journey to meet the families of the 40 troopers, collected soil from their homes in an urn and presented it to the CRPF at the ceremony.",,,
100,,"Jaaved Jaaferi got angry when a troll asked him to shift to Europe. 'YOUR nation ??? Kab kharida aapne ma'm ??,' he tweeted.

Bollywood actor Jaaved Jaaferi has responded sharply to a troll who asked him to shift to Europe if he had problems with the nation. Jaaved had shared a link to a news item that talked of a resolution moved in Europe against the Citizenship Amendment Act (CAA). A woman commented on it saying, ""Why don't you move to Europe. We don't need traitors in our nation.""

""YOUR nation ??? Kab kharida aapne ma'm ?? Last time I read the constitution it spoke of democracy, equality and right to dissent.. Wouldn't know if you have made any changes privately though..kindly update,"" an angry Jaaved tweeted.

Also read: Shah Rukh Khan's cousin Noor Jehan dies in Pakistan

Former Member of Parliament and BJP leader Narendra Swaikar also replied on Jaaved's tweet where he shared the news item. ""Clap Mr. Jaaved. How does it matter? Hope you are aware we are independent, sovereign Republic. Indians will do whatever that is in their interest & the nation. @jaavedjaaferi,"" the politician wrote.

The actor had a rather polite answer for him. ""sir if international perceptions of India don't 'matter'thn why ws respected pm travelling all over the world trying to convince them to invest in India ? Am very much aware of what India is and what damage CAA combined with NRC can do to its constitutional foundation,"" he tweeted.

Jaaved has been actively participating in anti-CAA movements and protests in Mumbai. He was also among the many signatories on an open letter written by many celebs and scholars expressing their solidarity with students protesting CAA.

""The soul of the nation is threatened. The livelihoods and statehoods of millions of our fellow Indians are at stake. Under the NRC, anyone unable to produce documentation (which, in many cases, does not exist) to prove their ancestry may be rendered stateless. Those deemed""illegal"" through the NRC may be eligible for citizenship under the CAA, unless they are Muslim.Contrary to the stated objective of the government, this does not appear to be a benign legislation, only meant to shelter persecuted minorities. The list of exclusions seems to indicate otherwise. Why are minorities from other neighbours like Sri Lanka, China and Myanmar excluded? I sit because the ruling powers in these latter countries are not Muslim? It appears that the legislation believes that only Muslim governments can be perpetrators of religious persecution,"" they said in the letter.",,,
101,,"Iltija Javed, the daughter of the former Jammu and Kashmir Chief Minister Mehbooba Mufti, said on Tuesday that the Centre was not able to handle the consequences of the revocation of Article 370, and the erstwhile State was grappling with ""an economic, psychological and emotional crisis"".

The Jammu and Kashmir police booked Ms. Mufti, a former ally of the BJP, under the stringent Public Safety Act (PSA) on February 7 after detaining her for six months in a subsidiary jail.

""This is not the country I grew up in. I am a proud Indian but we are now becoming a Hindu Pakistan. The discourse has fallen so low...I have full respect for the Prime Minister. Either he is being misled or wilfully misleading the country,"" Ms. Javed said, addressing journalists at the Indian Women's Press Corps.

She said she did not have any plan to take the political plunge yet.

""I will not say Kashmiris are not angry with my mother or other political parties, but they are angrier with the government. Today, I will do a salaam to [Union Home Minister] Amit Shah if he goes to Kashmir and roams around freely. Ordinary Kashmiris blame him for spearheading the action in Kashmir,"" Ms. Javed said.",,,
102,,"The Supreme Court on Monday declined to immediately order removal of the people who are protesting against the amended citizenship law at the national capital's Shaheen Bagh but signalled that people could not be allowed to block a public road indefinitely.

""If you can wait for 50 days, you can wait for one more week,"" the court said before posting matter for February 17,"" Justice Sanjay Kishan Kaul said as the two-judge bench issued notices to the Centre, Delhi Government and Delhi Police.

The bench, which also comprises justice KM Joseph, said it did not want to take a call on the two petitions that had reached them without hearing the government first. The petitions were filed by lawyer Amit Sahni and Delhi BJP leader Nand Kishore Garg.

But it also signalled that it could not approve a protest that would go on indefinitely at the same location. The bench said the protests could continue but it should be done in an area ""designated for protests"".

""You cannot block a public road indefinitely. If everybody starts protesting everywhere, then what will happen,"" the bench led by Justice Kaul said.

The top court had last week put off hearing two petitions filed against the protests in south Delhi in light of the assembly elections held on February 8. The bench had then indicated that it recognised that there was a problem and intended to examine how to resolve it.

But at the same time, the judges were conscious that it did not want its decision to impact elections in the national capital. ""Why should we influence it?"" the bench had responded last week on a request for a decision before the Delhi election.

Shaheen Bagh has become the epicentre of protests against the Citizenship Amendment Act, which empowers the government to fast-track the grant of Indian citizenship to so-called persecuted minorities from the Muslim-majority nations of Afghanistan, Bangladesh and Pakistan.

The law has been criticised by many because of its exclusionary nature. It is also feared that it will be used in tandem with a nationwide National Register of Citizens (NRC).

The government has clarified that there was no decision to implement a nationwide NRC though it has spoken of plans in parliament and outside that the register is imminent.

The petition complains that the road closure at Shaheen Bagh causes great inconvenience to the public and leads to wastage of precious time, energy and fuel besides overburdening the Delhi-Noida-Direct Flyway, Akshardham and Ashram routes.

The Kalindi Kunj road, Sahni argued, is a vital route since it connects three states -- Delhi, Uttar Pradesh and Haryana -- and the road closure has led to huge difficulties not only for the residents of the area but hundreds of thousands of commuters who are not able to use the road because of the blockade.

Lawyer Amit Sahni, who has petitioned the top court against the road closure at Shaheen Bagh, has argued that people had the right to protest but this right is subject to reasonable restrictions and protestors could not be allowed to occupy public roads indefinitely.",,,
103,,"NEW DELHI: The Aam Aadmi Party on Monday approached the Election Commission against BJP leaders, including Uttar Pradesh chief minster Yogi Adityanath and party MP Parvesh Sahib Singh, over their alleged objectionable remarks against chief minister Arvind Kejriwal and demanded an FIR against them.

Talking to reporters after meeting chief election commissioner Sunil Arora, AAP leader Sanjay Singh said the BJP does not have any issue to raise in the Delhi assembly election and alleged that the party is trying to defer the poll scheduled for February 8.

Singh said that it is necessary to take strict action against the BJP leaders allegedly making objectionable statements.

Complete Coverage on Delhi Elections

""We met CEC and raised the issue of statements of several BJP leaders. BJP MP Parvesh Verma called the chief minister a terrorist. We also demanded action against UP Chief Minister Yogi Adityanath for his Pakistan remark against the Delhi CM,"" he claimed.

""An FIR should be registered against those leaders who are openly violating the rules of Model Code of Conduct as the BJP does not have any issue in this election,"" Singh said.

The Rajya Sabha MP said that the CEC has assured the AAP delegation, which included party leader Pankaj Gupta, of strict action against BJP leaders on the party's complaint. ""The BJP is trying to defer the upcoming Delhi assembly elections by vitiating the atmosphere,"" the AAP Rajya MP alleged.

The national capital goes to polls on February 8 and the results will be declared on February 11.

Earlier in the day, Union minister Prakash Javadekar said Kejriwal had called himself an ""anarchist"" and there is not much of a ""difference between an anarchist and a terrorist"".

His remarks come a few days after the Election Commission issued a show cause notice to BJP MP Parvesh Verma for allegedly calling Kejriwal a ""terrorist"".",,,
