Sr No,Event,Article ,Headline,Publisher,Label
145,,"NEW DELHI: Delhi Congress chief Subhash Chopra claimed on Wednesday that the juvenile who shot at and injured a student at an anti-CAA protest gathering near the Jamia Millia Islamia University last week was a voter of the Jewar assembly constituency in Uttar Pradesh.

At a press conference, Chopra also cited the voter identity card number of the accused and sought a probe into the matter by a government agency.

The accused fired at a group of anti-CAA protesters near Jamia Millia, injuring a student, on January 31. Police caught him and sent him to protective custody.

""This person voted in the last Lok Sabha election. His name is registered as a voter in the electoral roll of Jewar assembly constituency,"" Chopra said, citing the accused's voter photo identity card number.

""If it is true, which forces are trying to protect him? Terming him a juvenile, he is being let off. This should be probed by a government agency,"" he said.

The Congress leader also slammed the Bharatiya Janata Party (BJP) and the Aam Aadmi Party (AAP), accusing them of trying to ""polarise"" the February 8 Delhi assembly polls.

""They are bent on spoiling the peace before the polls,"" he alleged.

Chopra also demanded a probe into the firing near the Shaheen Bagh protest site by Kapil Baisala on February 1, who the police claimed was associated with the AAP.

He appealed to people to maintain peace and said if anything happened to the women protesters at Shaheen Bagh, no one would forgive the BJP and the AAP.

Chopra also demanded Union home minister Amit Shah's resignation and ""sacking"" of Delhi chief minister Arvind Kejriwal for the shooting incidents near anti-CAA protest sites in the national capital.",,,
146,,"NEW DELHI: Delhi recorded 61.46 per cent voter turnout on Saturday, down from 67.47 per cent in 2015 assembly election, with exit polls predicting an easy win for AAP, which sought to retain power on development plank, against the BJP that ran an aggressive campaign centred around the issues of anti-CAA protests and nationalism.

The polling went off peacefully, Delhi Chief Electoral Officer Ranbir Singh told reporters.

Over 60,000 security personnel, including Quick Response Teams, had been deployed for the election while police and paramilitary forces conducted flag marches in sensitive areas.

Complete Coverage on Delhi Elections

The voting percentage was 57.04 till 6 pm deadline, and rose to 61.46 per cent as those in queues at polling stations were allowed to vote, poll officials said, adding it may increase further.

The officials said Mustafabad (66.29 per cent), Matia Mahal (65.62 per cent) and Seelampur (64.92 per cent) -- all three with large Muslim population -- recorded the highest voting percentage till 5 pm.

Long queues were seen outside polling stations in areas like Jaffrabad, Jamia Nagar, Turkman Gate and Shaheen Bagh which have been witnessing protests against the Citizenship Amendment Act (CAA).

In the 11 districts in the national capital, northeast recorded 65.24 per cent turn out, northwest (62.23 per cent), south (59.65 per cent), central (58.57 per cent), southwest 61.57 (per cent), east (61.29 per cent), west (61.79 per cent), north (57.19 per cent), New Delhi (56.10 per cent), Shahadra (62.96 per cent) and southeast (54.89 per cent).

On a sit-in for over a month against the Citizenship Amendment Act, women protesters at Shaheen Bagh in south-east Delhi voted in batches ""so that the agitation remains unaffected"".

Mehzabeen Qureshi, who returned to the protest site after voting, said, ""I stayed at home to let other women in the house go out and vote. Now I have joined them here at Shaheen Bagh after voting. I voted today to secure democracy"".

Polling started at a sluggish pace and the voting percentage was low till noon. However, it picked up pace as the day grew warmer.

A senior Delhi poll official said the lower turnout compared to 67.47 per cent in the 2015 Assembly polls could be attributed to the polling day falling on a weekend as a section of people may have gone out of the city. The voting percentage was 60.6 in 2019 Lok Sabha election.

A poll officer died apparently due to a heart condition at a polling booth at Babarpur, just before the voting began, Singh said.

Congress' Chandni Chowk candidate Alka Lamba got into an altercation with an AAP worker outside a polling booth and tried to slap the man, but missed.

Lamba alleged that the man used ""very foul"" and objectional language against her.

Free electricity and water, development, jobs, national security and CAA were among the key issues on the minds of Delhiites in the polls where 672 candidates were in the fray in 70 Assembly seats.

Sonakshi Ranjan (22), a first-time voter, said she opted for development while casting her vote. S C Sharma (74), a voter in Kalkaji constituency, said he voted for development and national security.

Exit polls have predicted a clean sweep for the ruling Aam Aadmi Party while the BJP was a distant second.

Most exit polls also predicted that Congress is unlikely to open its account even this time in Delhi, which it ruled from 1998-2013.

After the polls ended, BJP President J P Nadda held a meeting with party's Delhi unit leaders and took stock of the situation. Delhi BJP chief Manoj Tiwari put up a brave face amid prediction of defeat for his party, claiming it will win 48 seats and form a government in the city.

AAP leader and Delhi Deputy Chief Minister Manish Sisodia said his party is going to win with a big margin.

There were some complaints related to VVPAT slips. Congress' New Delhi candidate Romesh Sabharwal said VVAPT slips did not show his name and photo.

""I gave a written complaint to poll authorities after which the machine was replaced,"" Sabharwal said, adding that polling was halted for sometime.

Chief Electoral Officer Ranbir Singh said that Voter-Verified Paper Audit Trail (VVPAT) failure was only one per cent this time.

""There was very little VVPAT failure this time. In the Lok Sabha election, the VVPAT failure was more than 12.5 per cent and this time it is less than 1 per cent,"" he said.

""Because of our enforcement and preventive action we took, the elections went off peacefully,"" Singh told reporters.

Police said over 200 calls related to election complaints were received at the Delhi Police's control room on the polling day.

First time voters and women turned out in large numbers. More than 60 centenarians voted in the assembly polls, Singh said.

President Ram Nath Kovind, former prime minister Manmohan Singh, Congress President Sonia Gandhi, Rahul Gandhi, Priyanka Gandhi Vadra, West Delhi MP Parvesh Verma and Delhi BJP chief Manoj Tiwari also exercised their franchise. Union Ministers S Jaishankar and Hardeep Singh Puri were also among those who cast their votes.

Chief Minister and AAP national convener Arvind Kejriwal voted at Rajpur Transport Authority polling station in the Civil Lines area.

Kejriwal, who is contesting the polls from the New Delhi constituency, was accompanied by his wife Sunita and son Pulkit. Before leaving for voting, he sought his parents' blessings.

Former vice president Hamid Ansari and senior RSS functionary Ram Lal were among those who queued up outside the Nirman Bhavan polling station in the first hour of voting.

Minutes before polling began, Kejriwal tweeted, ""Please go to cast vote. A special appeal to all the women - as you shoulder the responsibility at home, likewise, the responsibility of the country and Delhi is on your shoulders.""

Union Home Minister Amit Shah, who covered 60 assembly seats during his whirlwind campaign, appealed to voters to ""free"" the national capital from lies and vote-bank politics.

""By giving Delhi clean air, clean drinking water and every poor house, only the best capital of the world can make it a government with far-sighted thinking and strong intentions.

""I appeal to the people of Delhi to vote to free Delhi from lies and vote bank politics,"" Shah tweeted.

Priyanka Gandhi Vadra's son Rehan and Kejriwal's son Pulkit were among first-time voters.

Asked if his father will be the CM again, Pulkit said whoever people choose will become the chief minister of Delhi.

Talking to reporters, Rehan said that public transport should be more affordable for students.

Taking a swipe at those protesting against CAA-NRC, senior RSS functionary Ram Lal said those shouting ""kagaz nahin dikhayenge"" would be defeated in the Delhi assembly election as he appealed to people to show documents while voting.

He asked voters to keep in mind who can make Delhi the best capital city in the world.

Hundreds of people, protesting against the Citizenship Amendment Act (CAA) and the National Register of Citizens (NRC) in many areas across the country, often raise the slogan of ""kagaz nahi dikhayenge"" (we will not show show documents).

""My message to the voters is 'aaj apna kagaz jaroor lekar jayen. Kagaz jaroor dikhayen' (Today, take your document along with you and show your document),"" Lal said.",,,
147,,"NEW DELHI: The Aam Aadmi Party (AAP) on Tuesday questioned the timing and motive behind the recent revelation by Delhi Police in connection with the shooting incident at anti-CAA protest site in Delhi's Shaheen Bagh.

Responding to the Delhi Police's crime branch's revelations that Kapil Gujjar, the man who had opened fire in Shaheen Bagh on February 1, was an AAP member, the ruling party in Delhi blamed the Bharatiya Janata Party (BJP) for playing ""dirty politics"" in the run-up to the assembly polls in the national capital.

Addressing a press conference, AAP leader Sanjay Singh questioned how the probe details reached Delhi BJP chief Manoj Tiwari even before they were released by the police.

""At whose behest the Delhi Police is making a statement? How did the investigation detail reach BJP leaders even before the news came out. Manoj Tiwari made a statement this morning that the accused is from the AAP. How did the Delhi BJP chief come to know about it in advance?"" asked AAP leader Sanjay Singh while reacting to Kapil Gujjar being called an AAP man by the cops.

""Amit Shah is the home minister of the country right now. And before the elections, many more photos and conspiracies will be found. There are just three to four days left for the elections. BJP will do as much dirty politics as they can. What does having a picture with someone means?"" Singh asked ANI.

""Conduct investigations in the crime and take action against the accused. Do not try to disillusion the people of Delhi. The matter is not related to a photo, but of a crime and we have been demanding strict action against the accused from day one,"" he added.

Terming the announcement made by Delhi Police a violation of the Model Code of Conduct, Singh said his party would lodge a complaint with the election commission.

""Investigation has not been completed, photos have not been investigated and a police officer is taking a party's name, at a time when the Model Code of Conduct (MCC) is in place. Tomorrow, we will complain to Election Commission (EC) against Rajesh Deo,"" said Sanjay Singh.",,,
148,,"Flickr....flickr....flick. PM Modi has just called Rahul Gandhi a tubelight. Yes, before the 2019 general elections, Rahul could have been rightly accused of being a tubelight. Even though he shed the pappu tag with victories in MP, Rajasthan, and Chattisgarh, the flick after flickr....flickr didn't arrive.

PM Modi was there for the taking in 2019, but Rahul completely lost the plot with Rafale and whatnot. He took defeat heavily, going into hibernation as he often does after a big defeat. He grew a stubble, put on weight, and started looking like a combination of what his father, Rajiv, and his grandfather, Feroze, would have looked at his age.

He has let his ailing mother stabilize the Congress. He has let his sister Priyanka, with whom time seems to have been kinder than to him, steal the political limelight. He allowed the staunchly secular Congress align with the rabidly communal Shiv Sena to steal power in India's greatest state, Maharashtra. Yes, the tiger (Balasaheb Thackeray) got along well with the lioness (Indira Gandhi), but even they must be rubbing their eyes in disbelief at the coming together of their progeny.

The three-wheeler is chugging along well in Mumbai, under the sagacious leadership of Uddhav Thackeray, his brilliant son Aaditya, the oil being put by Sharad Pawar to grease the axis of evil according to Devendra Fadnavis (the Sena, the NCP, the Congress), whose wife Amruta it seems will have to wait until spring 2025 and not spring 2020 as when she had forecast her husband's return to power, and with Rahul stopping his people in Maharashtra from mouthing off about secularism, CAA and all the other three letter acronyms that you can think of.

Remember, three letter acronyms are never dirty words, it's always the four letter ones that are. But suddenly in India, the three letter ones, 370, CAA, NCR, NPR, etc. appear to have taken a life of their own.

Rahul still is the principal challenger to PM Modi. His mother, Sonia, feels that her poor boy has suffered enough and must take the Congress's helm once again. But has the flick returned to Rahul's flickr...flickr.

Suddenly, India has a crop of leaders to challenge PM Modi in 2024 for the prime minister's role. There's Rahul, there's Didi, there's Uddhav, there's KCR, there's Kejriwal. There are all united in their intense desire to keep the BJP out of power.

The crucial Delhi elections are nigh. AAP, the BJP, and the Congress are locked in a three-way contest. But AAP and the Congress seem to be pulling punches with each other. It seems that if the BJP doesn't get an outright majority, and if neither of the other parties does, then AAP and the Congress could team up to keep the BJP out of power. It could be Maharashtra all over again. How many states will the BJP keep losing from its grasp? Its hold on India seems to be shrinking spring by Amruta's spring.

The founders framed a wise Constitution dividing powers between the centre and the states, which no one in his right mind has disputed in 70 years. Yes, BJP, you have got the centre, but do you have the periphery? The BJP is looking more and more like the Mughals of circa 1800, who were called the kings of Delhi and no more.

Defeat in 2019 seems to have taught Rahul a valuable lesson. For a politician, power is never poison, the non-pursuit or the lacklustre pursuit of power often is. The Congress and like-minded parties like the Trinamool, the TRS, the AAP, the NCP, the PDP (once again all these three-letter acronyms but never dirty as I promised earlier) are gheraoing the BJP and even parties that don't see eye to eye with the Congress such as the Sena and the AIMIM, a party lead by the erudite Asaduddin Owaisi who can often look unreasonable as when he disparages the RSS chief's Mohan Bhagwat's sage idea of a two-child policy for India.

All three Gandhis-Sonia, Rahul, and Priyanka-have taken their gloves off in attacking PM Modi now, whereas between 2014-19 they seemed somewhat intimidated by him and his meteoric rise to power. Priyanka is doing much of the talking today. Rahul knows its Priyanka that the BJP is mortally afraid of, so he's letting her be her natural self. He seems to have realized that his own natural role is to be the back-room strategist. Has Rahul finally stopped being a tubelight? Has he gone from being flickr....flickr....flick to just being straight-up flick. Team up with the Sena. Flick. Hand over the stage to Priyanka. Flick. Team up with AAP? Flick.

Really, is Rahul a tubelight no more? India's electoral destiny and most importantly, Decision 2024, rests on the answer to this question.",,,
149,,"He accuse the Congress of provoking Muslims to protest against the CAA

Union Minister Ramdas Athawale on Friday alleged that provocative speeches by Congress leaders were responsible for the violence in Delhi, which has so far claimed 42 lives. He was talking to reporters at the press room in the Vidhan Bhavan here, where the Budget session of Maharashtra Legislature is currently on. The Minister of State for Social Justice also alleged that the Aam Aadmi Party (AAP), which is in power in Delhi, was involved in the riots. He also accused the Congress of provoking Muslims to protest against the CAA.

""The Congress has been provoking people for several days. It is wrong to mislead Muslims over the CAA. It has to be probed whether the Congress and AAP has a hand in the Delhi violence,"" he said.

""The CAA is meant to provide citizenship to the oppressed people from neighbouring countries and not to take away the citizenship of Indians,"" the Minister added.

Communal clashes broke out in northeast Delhi five days ago after violence between anti- and pro-Citizenship (Amendment) Act (CAA) groups spiralled out of control.",,,
150,,"NEW DELHI: Delhi police have made adequate arrangements and deployed around 40,000 security personnel, 19,000 Home Guards and 190 companies of Central Armed Police Forces to ensure smooth conduct of the assembly elections in the national capital on Saturday, officials said.

Complete Coverage on Delhi Elections

Polling will begin at 8am and will end at 6pm on Saturday.

While specific election duties have been given to Delhi Police personnel, the CAPF companies have been deployed to provide security at polling booths and movement of EVMs.

Around 19,000 Home Guards from states like Uttarakhand, Haryana and Uttar Pradesh will also assist the local police in providing security at polling booths, the officials said.

A multi-layered security has been put in place at 21 counting centres and 2,689 polling premises, out of which 545 are ""critical"", they said.

""Delhi Police personnel and para military forces have been deployed at critical booths so that more enforcement and better arrangement can be ensured. Patrolling has also been intensified in those localities,"" said Sharat Kumar Singha, Deputy Commissioner of Police (Election Cell).

Marked by the BJP aggressively pushing the anti-CAA protests in Shaheen Bagh as a poll issue, the AAP hard selling development and the Congress conspicuous by its near absence, the bitter, often divisive campaign for the Delhi assembly elections ended on Thursday.

Additional forces have also been deployed to bolster the security of EVMs, critical booths and counting centres, he said.

Static surveillance teams and flying squads have been deployed and special checking drives are being conducted in vulnerable areas to check any attempt to influence voters by money or muscle power and other unlawful practices, police said.

""EVM transportation drill has been planned in coordination with polling officials. All necessary measures have also been taken, including from the anti-terror angle in vulnerable areas. Senior officers will closely supervise arrangements at the ground level.

""Thorough area domination will be ensured in sensitive and vulnerable areas, and all precautions will be taken to ensure smooth movement of voters to the booths,"" a senor police official said.

Pickets on borders have been strengthened to check transportation of illicit liquor and other contraband. All border areas will be kept under strict vigil by regularly coordinating with counterparts of NCR police, he said.

Also, patrolling on boats in the Yamuna river is being done, he added.

According to police, since the enforcement of Model Code of Conduct, 99,210 litres of illicit liquor, with a market value of Rs 2.72 crore and 774.1 kg drugs with a market value of Rs 4.91 crore have already been seized as part of the special drives.

So far, 504 illegal fire-arms and 730 ammunition have been recovered. Besides, 7,397 licensed weapons have also been deposited as a preventive measure, police said.

Action has been taken against 7,820 people under the Excise Act.

While 5,943 persons have been booked under various sections of CRPC, 1,26,095 persons have been booked under DP Act. Besides, 529 cases have been registered under Defacement Act so far, according to the police.

Police have also issued a public appeal to report and share objectionable messages and other social media messages which violate the poll code.

The counting of votes will be taken on February 11.",,,
151,,"Many Muslim voters said though they were ""anxious"" over some objectionable statements made by the saffon party leaders, they rejected politics over religion.

Voters in Muslim-dominated constituencies of Delhi said they voted on Saturday over the issues of jobs, development, education, health care and civic amenities. Of all constituencies where the community's population can sway the poll results, three witnessed a healthy turnout.

In the run-up to the February 8 polls, there were allegations of religious polarisation with the BJP making the anti-CAA protests at Shaheen Bagh its poll plank. Many Muslim voters said though they were ""anxious"" over some objectionable statements made by the saffon party leaders, they rejected politics over religion.

At the close of polling, the top three assembly segments in terms of voter turnout were Mustafabad, Matia Mahal and Seelampur, as per provisional turnout figures provided by the election commission. All these seats have a large Muslim population.

""More than casting a vote in favour of someone, this election is about casting a vote against someone. Against those who believe in politics of religion over politics of work, employment and development,"" said Sarfaraz Khan, a resident of Seelampur, a constituency that witnessed violence in December, days after the Citizenship Amendment Act was passed in Parliament.

As many as five out of 70 assembly constituencies in Delhi have about 50% Muslim population, suggested data shared by political parties. Several residents of these colonies said that they voted for good education, good healthcare and civic amenities such as water, sewer and better roads even as they expressed anxiety over the Citizenship (Amendment) Act and the idea of a pan-India National Register of Citizens (NRC).

Iqbal Ahmed, an embroidery worker in Ballimaran, said he would not vote for ""Hindu-Muslim politics"". ""The most important thing for a common man is development. We want our state government to provide us basic facilities such as electricity, water, education and clean roads and not one that divides people on religious lines,"" he said.

Araish Fateema, a resident of Matia Mahal, said: ""Our choice is clear. We have voted for the party who can provide better future to our children. My daughter studies in a government school and I am very happy with her progress. We don't need leaders who know only about politics on religious lines.""

Praveen Rai, political analyst with the Centre for Study of Developing Societies, said: ""The BJP polemics against anti-CAA protesters at Shaheen Bagh and other places have led to a strong consolidation of Muslim votes against it. They seem to have voted en bloc for AAP in this election. The exit polls predicting a clean sweep for AAP confirms their voting choices.""

In the 2015 polls, the Aam Aadmi Party (AAP) won the Matia Mahal and Seelampur constituencies with margins exceeding 25,000 votes in each. The party, in its second poll outing in the year, also went on to win the Ballimaran and Okhla seats with huge mandates - around 60% and 62.5% vote shares, respectively. However, this year, these two constituencies witnessed very low turnout.

The Bharatiya Janata Party (BJP) had won the Mustafabad seat with a 35% vote share, benefiting from a split of Muslim votes between AAP and the Congress - they bagged around 32% and 30% votes, respectively, from the constituency. The BJP's Jagdish Pradhan, a Gujjar, is the first non-Muslim MLA since the assembly segment was carved in 2008.

In few Muslim-dominated constituencies, voters anticipated a split in Muslim votes between two parties but found themselves in a fix when asked if they could see a third party could benefit from the potential split.

""It does not seem like the numbers could add up and lead to an unexpected result. The winning candidate is likely to be a Muslim,"" said Mohammad Usman, a resident of Jafarabad in Seelampur.

While both AAP and the Congress have fielded Muslim candidates in the constituency, the BJP's choice is a Hindu face - a strategy the saffron party has followed in all Muslim-dominated constituencies across the city.

However, in neighbouring Mustafabad constituency, Samiuddin Haider did not seem confident about the outcome. He said, ""A split can lead to unexpected results and we have seen that happen last year.""

Most Muslim constituencies in Delhi have some common trends - old-school political leaders with large personal following is one such. In several of them, the parties have fielded political heavyweights - Mateen Ahmed and Parvez Hashmi for the Congress in Seelampur and Okhla, respectively. The AAP's choice for Matia Mahal, Shoaib Iqbal, has been MLA for five terms for three different parties since 1993.

Such factors make calculations difficult in many such Muslim-dominated constituencies, several residents said.",,,
152,,"NEW DELHI: In the end, the 2020 Delhi assembly polls turned out to be Landslide 2.0 in favour of Aam Aadmi Party. And social scientists believe that the victory of Arvind Kejriwal will momentarily stem BJP's raucous political rhetoric.

""The election result is good news for Aam Aadmi Party, people of Delhi and India. If the BJP had succeeded, then this vitriolic campaign of communal hatred would have become a standard template. We are saved from that. The victory has also put some brake on the BJP steamroller which is out to dismantle the republic,"" says social scientist Yogendra Yadav, also a former member of AAP's apex Political Affairs Committee,

Rahul Verma of Centre for Policy Research said that there is now a template emerging to challenge BJP. ""But the good news for BJP-Modi is that the template suggests that the parties have to be on the Centre-Right. None is taking them on over the question of religion and nationalism. In that sense, it is their ideological victory. It moves the fulcrum of ideological contest to Centre-Right,"" he said.

""The voters are also making a distinction between state and center. But how long and far needs to be seen. We have seen that since 2018, a segment of voters who support Modi and BJP during Lok Sabha elections chose opposition parties during state elections. This is an emerging trend, but we don't fully understand the reasons behind it. BJP is facing a difficult time to hold on to states. They need to introspect on strategy to retain or win states,"" Verma said.

Political scientist Imtiaz Ahmad said it would be too early to say if Delhi represents a trend towards decline of Hindutva politics. ""However, it is certain that things may not go smoothly for BJP in Bihar and West Bengal. Modi has opened too many fronts: Kashmir, CAA, NCR, and much would depend on what happens on these fronts. The ST and SC issue too will heat up soon. If Muslims, Dalits and Sikhs come together Hindutva politics may run into difficulty,"" Ahmad said.

A former member of AAP's apex Political Affairs Committee, Yadav said that AAP fought a difficult election coming back from a complete reversal in the Lok Sabha polls and managed a remarkable comeback in the face of a very aggressive BJP campaign and a docile EC. At the same time, it would be wrong to see this as a new model of governance or a new type of politics.

Yadav, now president, Swaraj India party, said that the performance of the AAP government was ""moderate"" with ""focus on some visible delivery, without paying much attention to the rest"".

But he also pointed out that ""the formula has been used previously by Naveen Patnaik in Odisha, Nitish Kumar in Bihar, Modi when he was Gujarat CM and Raman Singh in Chhattisgarh. AAP also had a very powerful communication machine, a fairly-organised electoral machine and rode on a personality cult. Instead of changing the rules of the game, the new entrant has learnt the existing rules better than the older players.""

Verma said that AAP smartly steered clear from the ideological planks of the BJP and kept the campaign very local. ""BJP did not have a state-level leadership to match Kejriwal's personality and charisma. And Kejriwal, for his own good, avoided a direct 'personality' contest with PM Modi,"" he said.

""AAP could now be in a good position to make a comeback in Punjab, which is due for polls in 2022. If they manage to do so, they can emerge as an important pole at the national level,"" he said.

Ahmad said that BJP neither had ""a leader with a strong base in Delhi"" nor any blueprint for the capital. ""It chose instead to try to polarise through focussing on Hindu-Muslim issue. The language used by the BJP leaders put off people, especially Muslims and moderate Hindus. On the contrary, AAP focused throughout on a development agenda. Its performance over the past five years, particularly water, electricity and mohalla clinics had made a good impact on people. In a nutshell AAP performance helped it greatly.""

Congress received a mere 4.2% of the votes. In 2015, it had earned 9.7 of the votes. In 2013, Congress had got 24.6% votes. Many reasons have been attributed to the party's precipitous slide.

Yadav said he did not attribute the fall in Congress votes to the party's electoral strategy or campaign. ""The Congress didn't have much to present to the people: a leader, a plan, a manifesto or a strategy. It is the Delhi voters' who decided that in Lok Sabha, it is BJP vs Cong and in the assembly polls, BJP vs AAP,"" he said.",,,
153,,"The heated Delhi assembly election campaign and protests against the Citizenship Amendment Act have combined to create a restive air in the country's capital. BJP, desperate to wrest Delhi from the Aam Aadmi Party has run a provocative campaign labelling its opponents as anti-nationals. While home minister Amit Shah is leading a typical hardline campaign by foregrounding the CAA, nationalism and AAP's ambivalence towards the Shaheen Bagh protests, others like UP chief minister Yogi Adityanath, Union minister of state Anurag Thakur and local MP Parvesh Sahib Verma have exceeded limits and made hate speeches.

As if on cue from such speeches, the area around Shaheen Bagh, where protests have now crossed 50 days, has seen three shootings in four days. Delhi Police's inept handling -- cutting a sorry figure during the first shooting incident by an alleged juvenile -- appears to have emboldened more fringe elements. The police, already facing flak for failing to stop the attack on teachers and students in JNU or take penal action afterwards, cannot afford to let the situation slide any further.

To prevent a more serious situation from developing heads have to roll but Delhi top cop Amulya Patnaik, who has had a forgettable stint, has been granted an extension. Elections are a time for people to assess the work done by their government over the past five years. Political violence, especially during elections, is dangerous because it sows the seeds of fear in voters, undermines democracy and distracts from real issues. BJP didn't really try to sharpen its attack on AAP's developmental claims after making initial efforts. Time will tell whether this was a mistake or not.

Read full story: Shaeen Bagh women say they aren't budging",,,
154,,"HYDERABAD: AIMIM chief Asaduddin Owaisi alleged that BJP, Congress and Aam Aadmi Party (AAP) are appeasing Hindus just to win elections.

Addressing an anti-CAA protest in Karnataka , Owaisi said: ""Firqa Parasti (fascism) in the country has increased to such an extent that if an election has to be won, let it be Congress or AAP or BJP, they try to prove who is the bigger Hindu. While BJP takes Ram's name, AAP takes Hanuman's name and a Congress leader claims he is Shiv bhakt.""

Criticising Congress leader Rahul Gandhi without naming him, Owaisi said, ""The Congress leader will become 50 years old soon, but he is still youth. If he is youth, I am forever young. Only my beard is white, but my heart is young. This Congress leader claims himself to be a Shiv bhakt.""

The Hyderabad MP recalled Godhra massacre case. He said that people who killed innocents have been granted bail, and an innocent school principal has been jailed on sedition charges. Owaisi was referring to the bail granted to convicts in Sardarpur riot case of 2002 (post-Godhra), and a school principal in Bidar being booked under sedition charges in January after students staged a anti-CAA play at the school.",,,
155,,"NEW DELHI: Bharatiya Janata Party's (BJP) campaign for the February 8 assembly polls has turned vitriolic with West Delhi MP Parvesh Sahib Singh Verma warning people in the Capital that those gathering at southeast Delhi's Shaheen Bagh for the anti-CAA protest will ""enter your houses, rape sisters and daughters and kill them"".

In an interview to a news agency, he added that the protesters would be cleared in an hour if the BJP comes to office in Delhi.

The statement followed controversies in which junior finance minister Anurag Thakur and BJP's Model Town candidate Kapil Mishra find themselves embroiled.

BJP's campaign makes Shaheen Bagh focal point, links it with security threat

With just 10 days to go for the assembly polls, these statements by BJP functionaries are being seen as an attempt to polarise voters. The Shaheen Bagh protest is now being referred to by every party functionary addressing public meetings or press conferences in Delhi.

A large number of women have been protesting against the Citizenship Amendment Act -- which promises citizenship to non-Muslim refugees from Pakistan, Afghanistan and Bangladesh -- demanding a rollback. An arterial road, which connects Noida with south Delhi, is now blocked due to the protest, causing a lot of hardship to commuters.

Verma alleged that attempts were being made to spread ' jihaad' in all parts of the city. ""Lakhs of people gather there (Shaheen Bagh)...They will enter your houses, rape your sisters and daughters, kill them. There's time today (Prime Minister Narendra) Modi ji and Amit Shah won't come to save you tomorrow,"" Verma told the news agency.

Speaking at an election rally a day before, he had emphasised that if BJP comes to office on February 11, the protesters would be cleared within an hour and all mosques built on government land would be razed. Defending his statement, Verma later told Times Now that the protesters were being supported by the AAP government and they will immediately vacate the stretch once the saffron party assumes office. He also drew a parallel between the Shaheen Bagh protest and the exodus of Kashmiri Pandits from the Valley in the late 1980s and early 1990s. Verma said he feared that a similar ""fire"" may soon spread in the capital.

Earlier, Union home minister Amit Shah, who kicked off the party's poll campaign with a public meeting in southwest Delhi's Matiala on January 23, connected the protest with the security of Delhi, alleging that it was being supported by AAP in Delhi. On Monday, his cabinet colleague, Ravi Shankar Prasad, said the protest was a ""textbook case of a few hundred people trying to suppress the silent majority"". He also claimed that the protest was against Prime Minister Modi and those who were trying to ""fragment"" India were getting cover there.

A senior party functionary confirmed that BJP's poll campaign in the next few days will revolve around ""nationalism"" and turn more ""hardline"". He said CAA, Ram Temple and abrogation of Article 370 will feature in all election rallies with special focus on Shaheen Bagh.

Days earlier, Kapil Mishra had drawn a parallel between the Delhi assembly polls and India-Pakistan contest. ""Pakistan is entering through Shaheen Bagh, and mini-Pakistans are being created in Delhi...Shaheen Bagh, Chand Bagh, Inderlok,"" he had tweeted in Hindi but later deleted it following a rap from the Election Commission.

Speaking to TOI on Tuesday, Mishra alleged that Shaheen Bagh was a ""creation"" of AAP and Congress. ""When BJP reacted to it, it backfired on them. BJP ran a massive campaign on local Delhi issues -- pollution, contaminated water, poor public transport -- but it was forced to react to it. Public sentiment on this issue was very high and people were really angry about it (Shaheen Bagh protest),"" he said, adding that this election was being fought on a 20% (Muslim) vote bank and 80% (Hindu majority). ""AAP and Congress were doing politics of 20% vote bank and taking 80% population for granted,"" he added.

Echoing the sentiments of his party colleagues, Delhi BJP chief Manoj Tiwari alleged that a section of people was trying to create hatred and disturb harmony ahead of the polls. ""Slogans are being raised at Shaheen Bagh that Modi and Shah will be killed and they want ' Jinnah wali azaadi'. This is dangerous,"" Tiwari said. ""Keeping Delhi secure is important and that is why this has become an election issue.""",,,
